Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Library Name,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioSampleModel,Collection_Date,doi_results,PMIDs,RunCount,replicate,geo_location,lat lon,country,growth_conditions,sample_conditions,tissue,time,treatment,genotype,trait,soil_type,rainfall,soil_fertilized,tissue_ontology,time_ontology,treatment_ontology,trait_ontology,lat_decimal,lon_decimal
ERR5883995,RNA-Seq,202,7855870294,PRJEB44480,SAMEA8663741,,2278482977,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527444,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,81,ERP128535,2022-07-22,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 8,Stem Internode,,,KQB09-20432,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883918,RNA-Seq,202,6743750204,PRJEB44480,SAMEA8663740,,1929576314,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527367,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,80,ERP128535,2022-07-18,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,Q157,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883771,RNA-Seq,202,6744546488,PRJEB44480,SAMEA8663712,,1920404946,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527220,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,52,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,Q240,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883704,RNA-Seq,202,8547675652,PRJEB44480,SAMEA8663681,,2450426999,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527153,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,21,ERP128535,2022-07-21,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 8,Stem Internode,,,Q253,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883695,RNA-Seq,202,6374587730,PRJEB44480,SAMEA8663711,,1823201280,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527144,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,51,ERP128535,2022-07-15,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,Q155,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883673,RNA-Seq,202,7511601896,PRJEB44480,SAMEA8663739,,2152448588,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527122,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,79,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,KQB09-20432,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883634,RNA-Seq,202,6584728330,PRJEB44480,SAMEA8663710,,1876829592,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527083,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,50,ERP128535,2022-07-18,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,Q241,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883596,RNA-Seq,202,7091068196,PRJEB44480,SAMEA8663709,,2029306338,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527045,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,49,ERP128535,2022-07-14,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 8,Stem Internode,,,KQB09-20432,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883268,RNA-Seq,202,5894552708,PRJEB44480,SAMEA8663708,,1704722338,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5526781,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,48,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 8,Stem Internode,,,SRA8,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883265,RNA-Seq,202,6492789444,PRJEB44480,SAMEA8663678,,1851374266,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5526778,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,18,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 8,Stem Internode,,,Q241,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883203,RNA-Seq,202,6312796738,PRJEB44480,SAMEA8663737,,1819620133,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5526716,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,77,ERP128535,2022-07-17,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 8,Stem Internode,,,MQ239,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5883134,RNA-Seq,202,6792653192,PRJEB44480,SAMEA8663707,,1932738032,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5526650,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,47,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,Q241,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5884045,RNA-Seq,202,8310534924,PRJEB44480,SAMEA8663782,,2367539173,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527494,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,122,ERP128535,2022-07-22,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,Q138,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5884044,RNA-Seq,202,7190946288,PRJEB44480,SAMEA8663901,,2062235441,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527493,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,241,ERP128535,2021-12-17,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode Ex-5,Stem Internode,,,KQ228,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5884039,RNA-Seq,202,7020499496,PRJEB44480,SAMEA8663811,,1991935098,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527488,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,151,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,KQ236,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5884038,RNA-Seq,202,7676369458,PRJEB44480,SAMEA8663719,,2182321502,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527487,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,59,ERP128535,2022-07-22,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 8,Stem Internode,,,Q124,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5884037,RNA-Seq,202,7942839374,PRJEB44480,SAMEA8663747,,2295345465,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527486,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,87,ERP128535,2022-07-14,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 8,Stem Internode,,,Q208,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5884032,RNA-Seq,202,6484266256,PRJEB44480,SAMEA8663781,,1877230259,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527481,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,121,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,Q238,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5884031,RNA-Seq,202,7447014214,PRJEB44480,SAMEA8663718,,2118089390,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527480,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,58,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,SRA8,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5884028,RNA-Seq,202,6599225668,PRJEB44480,SAMEA8663746,,1902672339,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527477,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,86,ERP128535,2022-07-17,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,QN05-1743,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5884019,RNA-Seq,202,4843836780,PRJEB44480,SAMEA8663745,,1413259938,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5527468,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,85,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,Q253,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5882631,RNA-Seq,202,6749917870,PRJEB44480,SAMEA8663675,,1936554613,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5526153,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,15,ERP128535,2022-07-16,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 8,Stem Internode,,,Q151,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
ERR5882606,RNA-Seq,202,6403348086,PRJEB44480,SAMEA8663704,,1809706602,UNIVERSITY OF QUEENSLAND,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5526131,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2021-12-15,44,ERP128535,2022-07-25,1.0,,2018-01,"[{""link"": ""https://www.nature.com/articles/s41598-025-86463-4"", ""doi"": ""10.1038/s41598-025-86463-4"", ""status"": ""success""}, {""link"": ""https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101"", ""doi"": ""10.1021/acs"", ""status"": ""success""}, {""link"": ""https://genome.cshlp.org/content/32/2/297.short"", ""doi"": ""10.1101/gr.275904.121"", ""status"": ""success""}]",,360,,19?34'08.0S| 147?19'30.7E| | Australia| Oceania,19°34'08.0S 147°19'30.7E,Australia,Field,Culm| Internode 5,Stem Internode,,,SRA5,,,7-day flood irrigation schedule,"N 160 kg/ha, p kg/ha, k kg/ha and s 20 kg/ha",PO:0020142,,,,-19.56888888888889,147.32519444444443
