gene	R570_mean_TPM	lost_in_Saccharum_hybrid_cultivar	lost_in_Saccharum_officinarum	lost_in_Saccharum_spontaneum	lost_in_Tripidium_arundinaceum
SoffiXsponR570.5_9Ag037200.v2.1	4.901	no	no	no	yes
SoffiXsponR570.02Ag256900.v2.1	4.901	no	no	no	yes
SoffiXsponR570.05Cg353700.v2.1	4.9	no	no	no	yes
SoffiXsponR570.05Cg112800.v2.1	4.899	no	no	no	yes
SoffiXsponR570.07Cg047500.v2.1	4.899	no	no	no	yes
SoffiXsponR570.05Eg254700.v2.1	4.897	no	no	no	yes
SoffiXsponR570.03Eg241700.v2.1	4.896	no	no	no	yes
SoffiXsponR570.8_5Ag098400.v2.1	4.895	no	no	no	yes
SoffiXsponR570.02Fg367800.v2.1	4.893	no	no	no	yes
SoffiXsponR570.03Cg061800.v2.1	4.892	no	no	no	yes
SoffiXsponR570.01Fg080300.v2.1	4.892	no	no	no	yes
SoffiXsponR570.02Ag330700.v2.1	4.89	no	no	no	yes
SoffiXsponR570.01Cg245600.v2.1	4.89	no	no	no	yes
SoffiXsponR570.01Dg159000.v2.1	4.889	no	no	no	yes
SoffiXsponR570.05Fg291700.v2.1	4.889	no	no	no	yes
SoffiXsponR570.10Ag000700.v2.1	4.888	no	no	no	yes
SoffiXsponR570.05Eg078000.v2.1	4.888	no	no	no	yes
SoffiXsponR570.8_5Ag204500.v2.1	4.887	no	no	no	yes
SoffiXsponR570.05Fg290600.v2.1	4.887	no	no	no	yes
SoffiXsponR570.5os2g004600.v2.1	4.887	no	no	no	yes
SoffiXsponR570.04Fg074900.v2.1	4.886	no	no	no	yes
SoffiXsponR570.08Ag076900.v2.1	4.885	no	no	no	yes
SoffiXsponR570.05Ag153700.v2.1	4.885	no	no	no	yes
SoffiXsponR570.05Dg027300.v2.1	4.885	no	no	no	yes
SoffiXsponR570.03Cg309800.v2.1	4.882	no	no	no	yes
SoffiXsponR570.07Cg215700.v2.1	4.882	no	no	no	yes
SoffiXsponR570.02Fg176500.v2.1	4.88	no	no	no	yes
SoffiXsponR570.08Ag058600.v2.1	4.88	no	no	no	yes
SoffiXsponR570.02Eg050600.v2.1	4.879	no	no	no	yes
SoffiXsponR570.06Gg044100.v2.1	4.879	no	no	no	yes
SoffiXsponR570.05Bg117400.v2.1	4.878	no	no	no	yes
SoffiXsponR570.04Eg045900.v2.1	4.875	no	no	no	yes
SoffiXsponR570.02Ag413000.v2.1	4.873	no	no	no	yes
SoffiXsponR570.02Ag123400.v2.1	4.872	no	no	no	yes
SoffiXsponR570.01Eg220100.v2.1	4.871	no	no	no	yes
SoffiXsponR570.01Bg462400.v2.1	4.87	no	no	no	yes
SoffiXsponR570.05Bg255500.v2.1	4.869	no	no	no	yes
SoffiXsponR570.04Gg048800.v2.1	4.867	no	no	no	yes
SoffiXsponR570.04Cg201800.v2.1	4.866	no	no	no	yes
SoffiXsponR570.03Eg231900.v2.1	4.864	no	no	no	yes
SoffiXsponR570.07Eg165100.v2.1	4.863	no	no	no	yes
SoffiXsponR570.05Fg231000.v2.1	4.861	no	no	no	yes
SoffiXsponR570.02Eg387000.v2.1	4.861	no	no	no	yes
SoffiXsponR570.6us88g003200.v2.1	4.861	no	no	no	yes
SoffiXsponR570.03Gg029600.v2.1	4.858	no	no	no	yes
SoffiXsponR570.02Fg308600.v2.1	4.856	no	no	no	yes
SoffiXsponR570.07Bg279000.v2.1	4.854	no	yes	no	yes
SoffiXsponR570.06Gg150900.v2.1	4.852	no	no	no	yes
SoffiXsponR570.5_9Ag005200.v2.1	4.85	no	no	no	yes
SoffiXsponR570.06Gg023300.v2.1	4.849	no	no	no	yes
SoffiXsponR570.02Bg357600.v2.1	4.847	no	no	no	yes
SoffiXsponR570.05Cg155400.v2.1	4.847	no	no	no	yes
SoffiXsponR570.08Bg062200.v2.1	4.846	no	no	no	yes
SoffiXsponR570.01Eg317300.v2.1	4.846	no	no	no	yes
SoffiXsponR570.05Bg204100.v2.1	4.845	no	no	no	yes
SoffiXsponR570.09Cg148900.v2.1	4.845	no	no	no	yes
SoffiXsponR570.05Ag275100.v2.1	4.845	no	no	no	yes
SoffiXsponR570.05Gg184400.v2.1	4.845	no	no	no	yes
SoffiXsponR570.06Cg121200.v2.1	4.845	no	no	no	yes
SoffiXsponR570.10Eg011000.v2.1	4.843	no	no	no	yes
SoffiXsponR570.02Gg135700.v2.1	4.841	no	no	no	yes
SoffiXsponR570.01Eg315400.v2.1	4.84	no	no	no	yes
SoffiXsponR570.8_10Ag286900.v2.1	4.84	no	no	no	yes
SoffiXsponR570.02Bg348500.v2.1	4.838	no	no	no	yes
SoffiXsponR570.01Eg209500.v2.1	4.836	no	no	no	yes
SoffiXsponR570.04Bg136600.v2.1	4.834	no	no	no	yes
SoffiXsponR570.04Cg074100.v2.1	4.831	no	no	no	yes
SoffiXsponR570.08Cg001300.v2.1	4.829	no	no	no	yes
SoffiXsponR570.05Fg054000.v2.1	4.828	no	no	no	yes
SoffiXsponR570.05Ag099200.v2.1	4.828	no	no	no	yes
SoffiXsponR570.02Cg340300.v2.1	4.828	no	no	no	yes
SoffiXsponR570.01Cg233500.v2.1	4.827	no	no	no	yes
SoffiXsponR570.07Eg067400.v2.1	4.826	no	no	no	yes
SoffiXsponR570.05Eg329300.v2.1	4.826	no	no	no	yes
SoffiXsponR570.02Bg029600.v2.1	4.826	no	no	no	yes
SoffiXsponR570.5_9Ag325800.v2.1	4.825	no	no	no	yes
SoffiXsponR570.07Bg044100.v2.1	4.825	no	no	no	yes
SoffiXsponR570.06Dg072400.v2.1	4.825	no	no	no	yes
SoffiXsponR570.01Cg332800.v2.1	4.823	no	no	no	yes
SoffiXsponR570.06Fg010800.v2.1	4.822	no	no	no	yes
SoffiXsponR570.01Bg316100.v2.1	4.82	no	no	no	yes
SoffiXsponR570.04Ag102200.v2.1	4.82	no	no	no	yes
SoffiXsponR570.6us88g051500.v2.1	4.819	no	no	no	yes
SoffiXsponR570.02Bg207600.v2.1	4.819	no	no	no	yes
SoffiXsponR570.01Bg291000.v2.1	4.819	no	no	no	yes
SoffiXsponR570.01Bg453400.v2.1	4.819	no	no	no	yes
SoffiXsponR570.01Eg075700.v2.1	4.816	no	no	no	yes
SoffiXsponR570.06Dg089900.v2.1	4.816	no	no	no	yes
SoffiXsponR570.01Dg343100.v2.1	4.815	no	no	no	yes
SoffiXsponR570.04Ag111900.v2.1	4.815	no	no	no	yes
SoffiXsponR570.02Ag252100.v2.1	4.812	no	no	no	yes
SoffiXsponR570.01Bg430300.v2.1	4.812	no	no	no	yes
SoffiXsponR570.04Gg040600.v2.1	4.811	no	no	no	yes
SoffiXsponR570.07Cg221400.v2.1	4.808	no	no	no	yes
SoffiXsponR570.03Fg016700.v2.1	4.808	no	no	no	yes
SoffiXsponR570.01Eg096700.v2.1	4.808	no	no	no	yes
SoffiXsponR570.08Ag075200.v2.1	4.807	no	no	no	yes
SoffiXsponR570.08Ag110200.v2.1	4.807	no	no	no	yes
SoffiXsponR570.7_10Ag348700.v2.1	4.807	no	no	no	yes
SoffiXsponR570.08Cg093200.v2.1	4.807	no	no	no	yes
SoffiXsponR570.03Cg072300.v2.1	4.806	no	no	no	yes
SoffiXsponR570.05Ag234800.v2.1	4.805	no	no	no	yes
SoffiXsponR570.7_10Ag268700.v2.1	4.803	no	no	no	yes
SoffiXsponR570.1Z267400.v2.1	4.803	no	no	no	yes
SoffiXsponR570.5_9Ag316200.v2.1	4.802	no	no	no	yes
SoffiXsponR570.03Bg078600.v2.1	4.802	no	no	no	yes
SoffiXsponR570.05Ag258400.v2.1	4.801	no	no	no	yes
SoffiXsponR570.05Fg165400.v2.1	4.801	no	no	no	yes
SoffiXsponR570.02Gg181800.v2.1	4.8	no	no	no	yes
SoffiXsponR570.03Bg104700.v2.1	4.799	no	no	no	yes
SoffiXsponR570.02Eg347800.v2.1	4.798	no	no	no	yes
SoffiXsponR570.01Ag412500.v2.1	4.798	no	no	no	yes
SoffiXsponR570.03Eg170300.v2.1	4.797	no	no	no	yes
SoffiXsponR570.8_5Ag086500.v2.1	4.797	no	no	no	yes
SoffiXsponR570.02Ag019200.v2.1	4.797	no	no	no	yes
SoffiXsponR570.05Bg250800.v2.1	4.797	no	no	no	yes
SoffiXsponR570.03Gg002500.v2.1	4.796	no	no	no	yes
SoffiXsponR570.03Eg290000.v2.1	4.796	no	no	no	yes
SoffiXsponR570.03Dg293100.v2.1	4.795	no	no	no	yes
SoffiXsponR570.05Ag308900.v2.1	4.795	no	no	no	yes
SoffiXsponR570.7_10Ag261000.v2.1	4.794	no	no	no	yes
SoffiXsponR570.03Cg310900.v2.1	4.794	no	no	no	yes
SoffiXsponR570.8_5Ag111700.v2.1	4.794	no	no	no	yes
SoffiXsponR570.01Cg201800.v2.1	4.793	no	no	no	yes
SoffiXsponR570.02Cg139700.v2.1	4.792	no	no	no	yes
SoffiXsponR570.06Fg013800.v2.1	4.792	no	no	no	yes
SoffiXsponR570.01Eg296500.v2.1	4.79	no	no	no	yes
SoffiXsponR570.03Eg098400.v2.1	4.788	no	no	no	yes
SoffiXsponR570.02Cg193400.v2.1	4.788	no	no	no	yes
SoffiXsponR570.02Gg283100.v2.1	4.788	no	no	no	yes
SoffiXsponR570.06Gg069800.v2.1	4.787	no	no	no	yes
SoffiXsponR570.09Bg097400.v2.1	4.787	no	no	no	yes
SoffiXsponR570.07Bg163400.v2.1	4.787	no	no	no	yes
SoffiXsponR570.05Gg050800.v2.1	4.787	no	no	no	yes
SoffiXsponR570.03Ag182200.v2.1	4.786	no	no	no	yes
SoffiXsponR570.02Gg324500.v2.1	4.786	no	no	no	yes
SoffiXsponR570.02Bg101500.v2.1	4.785	no	no	no	yes
SoffiXsponR570.04Dg033900.v2.1	4.784	no	no	no	yes
SoffiXsponR570.1Z031200.v2.1	4.783	no	no	no	yes
SoffiXsponR570.5_9Ag098300.v2.1	4.783	no	no	no	yes
SoffiXsponR570.02Bg100200.v2.1	4.783	no	no	no	yes
SoffiXsponR570.05Eg080100.v2.1	4.781	no	no	no	yes
SoffiXsponR570.01Cg187900.v2.1	4.781	no	no	no	yes
SoffiXsponR570.05Cg026900.v2.1	4.78	no	no	no	yes
SoffiXsponR570.06Cg197800.v2.1	4.78	no	no	no	yes
SoffiXsponR570.06Cg168300.v2.1	4.78	no	no	no	yes
SoffiXsponR570.03Gg140000.v2.1	4.779	no	no	no	yes
SoffiXsponR570.04Dg112400.v2.1	4.778	no	no	no	yes
SoffiXsponR570.10os1g046500.v2.1	4.778	no	no	no	yes
SoffiXsponR570.08Cg144100.v2.1	4.778	no	no	no	yes
SoffiXsponR570.02Fg182700.v2.1	4.775	no	no	no	yes
SoffiXsponR570.02Bg290800.v2.1	4.774	no	no	no	yes
SoffiXsponR570.8_5Ag100600.v2.1	4.771	no	no	no	yes
SoffiXsponR570.10Bg083800.v2.1	4.769	no	no	no	yes
SoffiXsponR570.02Eg002600.v2.1	4.769	no	no	no	yes
SoffiXsponR570.07Dg203100.v2.1	4.767	no	no	no	yes
SoffiXsponR570.02Ag260300.v2.1	4.767	no	no	no	yes
SoffiXsponR570.06Ag085500.v2.1	4.766	no	no	no	yes
SoffiXsponR570.10Eg132600.v2.1	4.766	no	no	no	yes
SoffiXsponR570.9os1g007700.v2.1	4.763	no	no	no	yes
SoffiXsponR570.02Bg325100.v2.1	4.762	no	no	no	yes
SoffiXsponR570.03Cg290600.v2.1	4.759	no	no	no	yes
SoffiXsponR570.01Eg314200.v2.1	4.759	no	no	no	yes
SoffiXsponR570.7os1g045200.v2.1	4.759	no	no	no	yes
SoffiXsponR570.06Cg160200.v2.1	4.758	no	no	no	yes
SoffiXsponR570.06Ag198000.v2.1	4.757	no	no	no	yes
SoffiXsponR570.1Z112700.v2.1	4.757	no	no	no	yes
SoffiXsponR570.01Bg129500.v2.1	4.756	no	no	no	yes
SoffiXsponR570.10Ag072300.v2.1	4.754	yes	no	no	yes
SoffiXsponR570.8_10Ag277300.v2.1	4.754	no	no	no	yes
SoffiXsponR570.01Dg190600.v2.1	4.754	no	no	no	yes
SoffiXsponR570.02Bg325000.v2.1	4.753	no	no	no	yes
SoffiXsponR570.02Bg379000.v2.1	4.751	no	no	no	yes
SoffiXsponR570.02Cg379400.v2.1	4.751	no	no	no	yes
SoffiXsponR570.04Cg160400.v2.1	4.749	no	no	no	yes
SoffiXsponR570.05Dg354700.v2.1	4.748	no	no	no	yes
SoffiXsponR570.07Eg114000.v2.1	4.748	no	no	no	yes
SoffiXsponR570.07Cg232600.v2.1	4.743	no	no	no	yes
SoffiXsponR570.02Cg186400.v2.1	4.743	no	no	no	yes
SoffiXsponR570.6_9Ag048800.v2.1	4.742	no	no	no	yes
SoffiXsponR570.07Dg021000.v2.1	4.741	no	no	no	yes
SoffiXsponR570.7os1g046200.v2.1	4.738	no	no	no	yes
SoffiXsponR570.01Dg341000.v2.1	4.738	no	yes	no	yes
SoffiXsponR570.03Ag302500.v2.1	4.737	no	no	no	yes
SoffiXsponR570.05Gg138800.v2.1	4.737	no	no	no	yes
SoffiXsponR570.07Bg040700.v2.1	4.733	no	no	no	yes
SoffiXsponR570.02Bg152700.v2.1	4.733	no	no	no	yes
SoffiXsponR570.03Ag011300.v2.1	4.732	no	no	no	yes
SoffiXsponR570.01Dg049600.v2.1	4.73	no	no	no	yes
SoffiXsponR570.01Dg283600.v2.1	4.729	no	no	no	yes
SoffiXsponR570.08Eg029800.v2.1	4.729	no	no	no	yes
SoffiXsponR570.02Cg034600.v2.1	4.726	no	no	no	yes
SoffiXsponR570.05Fg101700.v2.1	4.725	no	no	no	yes
SoffiXsponR570.8_5Ag184000.v2.1	4.724	no	no	no	yes
SoffiXsponR570.02Cg147300.v2.1	4.724	no	no	no	yes
SoffiXsponR570.05Dg243800.v2.1	4.724	no	no	no	yes
SoffiXsponR570.05Cg169200.v2.1	4.72	no	no	no	yes
SoffiXsponR570.07Cg249900.v2.1	4.719	no	no	no	yes
SoffiXsponR570.7_10Ag374500.v2.1	4.718	no	no	no	yes
SoffiXsponR570.05Ag347200.v2.1	4.718	no	no	no	yes
SoffiXsponR570.03Ag039200.v2.1	4.716	no	no	no	yes
SoffiXsponR570.05Bg219600.v2.1	4.716	no	no	no	yes
SoffiXsponR570.03Eg223200.v2.1	4.716	yes	no	yes	no
SoffiXsponR570.04Cg137300.v2.1	4.714	no	no	no	yes
SoffiXsponR570.10os1g050500.v2.1	4.713	no	no	no	yes
SoffiXsponR570.02Eg380500.v2.1	4.713	no	no	no	yes
SoffiXsponR570.08Cg039600.v2.1	4.711	no	no	no	yes
SoffiXsponR570.01Ag299500.v2.1	4.707	no	no	no	yes
SoffiXsponR570.02Bg016500.v2.1	4.706	no	no	no	yes
SoffiXsponR570.02Ag238700.v2.1	4.706	no	no	no	yes
SoffiXsponR570.02Fg297700.v2.1	4.705	no	no	no	yes
SoffiXsponR570.05Dg308000.v2.1	4.705	no	no	no	yes
SoffiXsponR570.05Ag287300.v2.1	4.704	no	no	no	yes
SoffiXsponR570.06Dg062300.v2.1	4.703	no	no	no	yes
SoffiXsponR570.02Dg094500.v2.1	4.702	no	no	no	yes
SoffiXsponR570.01Dg080600.v2.1	4.701	no	no	no	yes
SoffiXsponR570.07Bg058500.v2.1	4.701	no	no	no	yes
SoffiXsponR570.5_9Ag011200.v2.1	4.7	no	no	no	yes
SoffiXsponR570.02Ag322400.v2.1	4.699	no	no	no	yes
SoffiXsponR570.06Eg050700.v2.1	4.698	no	no	no	yes
SoffiXsponR570.03Fg069400.v2.1	4.697	no	no	no	yes
SoffiXsponR570.09Cg084300.v2.1	4.696	no	no	no	yes
SoffiXsponR570.07Cg158500.v2.1	4.696	no	no	no	yes
SoffiXsponR570.02Dg035400.v2.1	4.694	no	no	no	yes
SoffiXsponR570.01Eg253100.v2.1	4.692	no	no	no	yes
SoffiXsponR570.04Ag065600.v2.1	4.692	yes	yes	no	no
SoffiXsponR570.02Fg223500.v2.1	4.688	no	no	no	yes
SoffiXsponR570.08Ag196300.v2.1	4.688	no	no	no	yes
SoffiXsponR570.06Gg047200.v2.1	4.687	no	no	no	yes
SoffiXsponR570.05Eg294200.v2.1	4.686	no	no	no	yes
SoffiXsponR570.10Dg112000.v2.1	4.685	no	no	no	yes
SoffiXsponR570.7_10Ag331700.v2.1	4.684	no	no	no	yes
SoffiXsponR570.04Ag270200.v2.1	4.684	no	no	no	yes
SoffiXsponR570.09Ag138900.v2.1	4.683	no	no	no	yes
SoffiXsponR570.03Cg017300.v2.1	4.682	no	no	no	yes
SoffiXsponR570.03Bg313500.v2.1	4.679	no	no	no	yes
SoffiXsponR570.02Ag114200.v2.1	4.679	no	no	no	yes
SoffiXsponR570.02Ag293300.v2.1	4.679	no	no	no	yes
SoffiXsponR570.10Ag185800.v2.1	4.679	no	no	no	yes
SoffiXsponR570.09Bg089100.v2.1	4.679	no	no	no	yes
SoffiXsponR570.05Bg224200.v2.1	4.677	no	no	no	yes
SoffiXsponR570.06Cg199600.v2.1	4.675	no	no	no	yes
SoffiXsponR570.02Bg188000.v2.1	4.675	no	no	no	yes
SoffiXsponR570.02Gg009600.v2.1	4.675	no	no	no	yes
SoffiXsponR570.05Ag148400.v2.1	4.675	no	no	no	yes
SoffiXsponR570.05Cg178000.v2.1	4.674	no	no	no	yes
SoffiXsponR570.01Ag015100.v2.1	4.673	no	no	no	yes
SoffiXsponR570.09Dg073300.v2.1	4.671	no	no	no	yes
SoffiXsponR570.01Bg406700.v2.1	4.669	no	no	no	yes
SoffiXsponR570.05Bg241900.v2.1	4.668	no	no	no	yes
SoffiXsponR570.05Cg272600.v2.1	4.668	no	no	no	yes
SoffiXsponR570.10Cg165200.v2.1	4.664	no	no	no	yes
SoffiXsponR570.6_9Ag263300.v2.1	4.663	no	no	no	yes
SoffiXsponR570.01Bg343200.v2.1	4.663	no	no	no	yes
SoffiXsponR570.02Eg137300.v2.1	4.662	no	no	no	yes
SoffiXsponR570.10Cg094200.v2.1	4.66	no	no	no	yes
SoffiXsponR570.10os1g043500.v2.1	4.659	no	no	no	yes
SoffiXsponR570.05Fg122600.v2.1	4.659	no	no	no	yes
SoffiXsponR570.01Dg358300.v2.1	4.657	no	no	no	yes
SoffiXsponR570.02Eg125800.v2.1	4.655	no	no	no	yes
SoffiXsponR570.02Ag398100.v2.1	4.653	no	no	no	yes
SoffiXsponR570.01Dg084300.v2.1	4.653	no	no	no	yes
SoffiXsponR570.10Ag126000.v2.1	4.651	no	no	no	yes
SoffiXsponR570.07Ag161800.v2.1	4.651	no	no	no	yes
SoffiXsponR570.05Ag377200.v2.1	4.651	no	no	no	yes
SoffiXsponR570.10Ag202500.v2.1	4.65	no	no	no	yes
SoffiXsponR570.8_5Ag104500.v2.1	4.65	no	no	no	yes
SoffiXsponR570.02Gg319000.v2.1	4.649	no	no	no	yes
SoffiXsponR570.01Ag487300.v2.1	4.647	no	no	no	yes
SoffiXsponR570.07Dg157200.v2.1	4.647	no	no	no	yes
SoffiXsponR570.02Ag220900.v2.1	4.643	no	no	no	yes
SoffiXsponR570.01Eg303700.v2.1	4.641	no	no	no	yes
SoffiXsponR570.02Gg169800.v2.1	4.64	no	no	no	yes
SoffiXsponR570.05Cg009900.v2.1	4.64	no	no	no	yes
SoffiXsponR570.01Bg391000.v2.1	4.638	no	no	no	yes
SoffiXsponR570.5_9Ag195500.v2.1	4.638	no	no	no	yes
SoffiXsponR570.01Cg109900.v2.1	4.636	no	no	no	yes
SoffiXsponR570.02Bg071200.v2.1	4.635	no	no	no	yes
SoffiXsponR570.7os1g054500.v2.1	4.634	no	no	no	yes
SoffiXsponR570.02Ag220300.v2.1	4.634	no	no	no	yes
SoffiXsponR570.05Eg213000.v2.1	4.632	no	no	no	yes
SoffiXsponR570.02Gg076200.v2.1	4.632	no	no	no	yes
SoffiXsponR570.05Fg121100.v2.1	4.632	no	no	no	yes
SoffiXsponR570.8_10Ag122900.v2.1	4.63	no	no	no	yes
SoffiXsponR570.02Bg337400.v2.1	4.63	no	no	no	yes
SoffiXsponR570.10Cg189200.v2.1	4.63	no	no	no	yes
SoffiXsponR570.08Ag212300.v2.1	4.63	no	no	no	yes
SoffiXsponR570.01Ag147500.v2.1	4.629	no	no	no	yes
SoffiXsponR570.07Cg245200.v2.1	4.629	no	no	no	yes
SoffiXsponR570.04Dg010100.v2.1	4.628	no	no	no	yes
SoffiXsponR570.02Ag172900.v2.1	4.628	no	no	no	yes
SoffiXsponR570.02Gg044600.v2.1	4.626	no	no	no	yes
SoffiXsponR570.04Ag115700.v2.1	4.626	no	no	no	yes
SoffiXsponR570.06Cg199200.v2.1	4.626	no	no	no	yes
SoffiXsponR570.10Bg121800.v2.1	4.626	no	no	no	yes
SoffiXsponR570.02Cg166700.v2.1	4.625	no	no	no	yes
SoffiXsponR570.5_9Ag467100.v2.1	4.622	no	no	no	yes
SoffiXsponR570.06Fg117300.v2.1	4.621	no	no	no	yes
SoffiXsponR570.01Cg266800.v2.1	4.621	no	no	no	yes
SoffiXsponR570.05Bg377600.v2.1	4.62	no	no	no	yes
SoffiXsponR570.08Bg006600.v2.1	4.62	no	no	no	yes
SoffiXsponR570.01Cg390800.v2.1	4.62	no	no	no	yes
SoffiXsponR570.05Cg204800.v2.1	4.619	no	no	no	yes
SoffiXsponR570.08Bg064200.v2.1	4.619	no	no	no	yes
SoffiXsponR570.03Cg179800.v2.1	4.617	no	no	no	yes
SoffiXsponR570.5_9Ag148900.v2.1	4.615	no	no	no	yes
SoffiXsponR570.01Bg402400.v2.1	4.615	no	no	no	yes
SoffiXsponR570.03Bg215200.v2.1	4.614	no	no	no	yes
SoffiXsponR570.01Ag241900.v2.1	4.614	no	no	no	yes
SoffiXsponR570.5_9Ag445800.v2.1	4.613	no	yes	yes	yes
SoffiXsponR570.02Eg078900.v2.1	4.613	no	no	no	yes
SoffiXsponR570.02Eg135300.v2.1	4.611	no	no	no	yes
SoffiXsponR570.10Ag207800.v2.1	4.606	no	no	no	yes
SoffiXsponR570.7os1g034500.v2.1	4.606	no	no	no	yes
SoffiXsponR570.03Eg271400.v2.1	4.603	no	no	no	yes
SoffiXsponR570.7os1g026300.v2.1	4.603	no	no	no	yes
SoffiXsponR570.01Bg378400.v2.1	4.602	no	no	no	yes
SoffiXsponR570.05Ag086100.v2.1	4.602	no	no	no	yes
SoffiXsponR570.01Bg016200.v2.1	4.599	no	no	no	yes
SoffiXsponR570.04Eg125900.v2.1	4.599	no	no	no	yes
SoffiXsponR570.03Gg003200.v2.1	4.597	no	no	no	yes
SoffiXsponR570.04Bg090800.v2.1	4.596	yes	yes	yes	yes
SoffiXsponR570.06Ag200100.v2.1	4.596	no	no	no	yes
SoffiXsponR570.01Dg349100.v2.1	4.595	no	no	no	yes
SoffiXsponR570.07Bg178700.v2.1	4.595	no	no	no	yes
SoffiXsponR570.05Fg271800.v2.1	4.592	no	no	no	yes
SoffiXsponR570.06Fg088900.v2.1	4.59	no	no	no	yes
SoffiXsponR570.07Eg108900.v2.1	4.59	no	no	no	yes
SoffiXsponR570.08Ag213300.v2.1	4.587	no	no	no	yes
SoffiXsponR570.02Ag391500.v2.1	4.586	no	no	no	yes
SoffiXsponR570.02Cg295500.v2.1	4.584	no	no	no	yes
SoffiXsponR570.01Ag087600.v2.1	4.584	no	no	no	yes
SoffiXsponR570.1Z132900.v2.1	4.583	no	no	no	yes
SoffiXsponR570.02Ag155800.v2.1	4.583	no	no	no	yes
SoffiXsponR570.01Dg047600.v2.1	4.583	no	no	no	yes
SoffiXsponR570.01Dg299800.v2.1	4.582	no	no	no	yes
SoffiXsponR570.07Bg136100.v2.1	4.582	no	no	no	yes
SoffiXsponR570.07Cg053100.v2.1	4.581	no	yes	no	yes
SoffiXsponR570.02Ag328200.v2.1	4.579	no	no	no	yes
SoffiXsponR570.10Ag173100.v2.1	4.576	no	no	no	yes
SoffiXsponR570.5_9Ag203100.v2.1	4.576	no	no	no	yes
SoffiXsponR570.04Dg200500.v2.1	4.574	no	no	no	yes
SoffiXsponR570.05Cg184600.v2.1	4.574	no	no	no	yes
SoffiXsponR570.10Ag102100.v2.1	4.573	no	no	no	yes
SoffiXsponR570.05Eg084600.v2.1	4.57	no	no	no	yes
SoffiXsponR570.04Ag120800.v2.1	4.568	no	no	no	yes
SoffiXsponR570.8_5Ag032900.v2.1	4.568	no	no	no	yes
SoffiXsponR570.07Cg144800.v2.1	4.566	no	no	no	yes
SoffiXsponR570.01Eg117000.v2.1	4.565	no	no	no	yes
SoffiXsponR570.01Fg145400.v2.1	4.564	no	no	no	yes
SoffiXsponR570.5os2g007200.v2.1	4.563	no	no	no	yes
SoffiXsponR570.01Ag480900.v2.1	4.562	no	no	no	yes
SoffiXsponR570.03Eg152200.v2.1	4.561	no	no	no	yes
SoffiXsponR570.02Cg357800.v2.1	4.56	no	no	no	yes
SoffiXsponR570.02Dg116600.v2.1	4.56	no	no	yes	yes
SoffiXsponR570.6_9Ag026000.v2.1	4.56	no	no	no	yes
SoffiXsponR570.08Ag140800.v2.1	4.553	no	no	no	yes
SoffiXsponR570.02Ag109400.v2.1	4.553	no	no	no	yes
SoffiXsponR570.1Z176500.v2.1	4.552	no	no	no	yes
SoffiXsponR570.10Ag115200.v2.1	4.551	no	no	no	yes
SoffiXsponR570.07Dg082100.v2.1	4.551	no	no	no	yes
SoffiXsponR570.07Eg052800.v2.1	4.55	no	no	no	yes
SoffiXsponR570.03Eg090400.v2.1	4.549	no	no	no	yes
SoffiXsponR570.8_5Ag130400.v2.1	4.548	no	no	no	yes
SoffiXsponR570.10Ag114200.v2.1	4.548	no	no	no	yes
SoffiXsponR570.05Fg267200.v2.1	4.547	no	no	no	yes
SoffiXsponR570.10Bg075700.v2.1	4.542	no	no	no	yes
SoffiXsponR570.03Cg105200.v2.1	4.541	no	no	no	yes
SoffiXsponR570.10Ag141900.v2.1	4.54	no	no	no	yes
SoffiXsponR570.01Bg306300.v2.1	4.54	no	no	no	yes
SoffiXsponR570.01Dg295400.v2.1	4.54	no	no	no	yes
SoffiXsponR570.01Cg228000.v2.1	4.536	no	no	no	yes
SoffiXsponR570.5_9Ag296300.v2.1	4.535	no	no	no	yes
SoffiXsponR570.8_5Ag014600.v2.1	4.531	no	no	no	yes
SoffiXsponR570.02Cg307200.v2.1	4.53	no	no	no	yes
SoffiXsponR570.05Bg035000.v2.1	4.53	no	no	no	yes
SoffiXsponR570.03Bg105300.v2.1	4.53	no	no	no	yes
SoffiXsponR570.01Ag399700.v2.1	4.529	no	no	no	yes
SoffiXsponR570.08Eg142400.v2.1	4.529	no	no	no	yes
SoffiXsponR570.09Ag102200.v2.1	4.528	no	no	no	yes
SoffiXsponR570.02Eg347900.v2.1	4.526	no	no	no	yes
SoffiXsponR570.07Cg268500.v2.1	4.525	no	no	no	yes
SoffiXsponR570.01Eg132700.v2.1	4.525	no	no	no	yes
SoffiXsponR570.07Bg023600.v2.1	4.523	no	no	no	yes
SoffiXsponR570.1Z030300.v2.1	4.523	no	no	no	yes
SoffiXsponR570.08Dg095800.v2.1	4.523	no	no	no	yes
SoffiXsponR570.09Dg120200.v2.1	4.522	no	no	no	yes
SoffiXsponR570.09Ag061500.v2.1	4.522	no	no	no	yes
SoffiXsponR570.8_10Ag179700.v2.1	4.522	no	no	no	yes
SoffiXsponR570.4us91g029300.v2.1	4.52	no	no	no	yes
SoffiXsponR570.02Fg265000.v2.1	4.519	no	no	no	yes
SoffiXsponR570.09Cg154300.v2.1	4.518	no	no	no	yes
SoffiXsponR570.05Ag259000.v2.1	4.517	no	no	no	yes
SoffiXsponR570.05Eg298400.v2.1	4.517	no	no	no	yes
SoffiXsponR570.05Eg176400.v2.1	4.515	no	no	no	yes
