run	bioproject	genotype_clean	organism_sra	species_group	divergence_tier	tissue	instrument	lib_type	qc_flags	qc_pass	percent_mapped	num_mapped	genes_detected_gt0	genes_detected_ge1	tx_detected_gt0	pct_decoy	reads_raw	fastqc_raw_avg_read_length
SRR11688096	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	70.0981866864748	18060441	117296	74330	148063	7.4401	51588388	150.0
SRR11688097	PRJNA630147	C402	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	72.1517360205682	24141556	125453	78192	159325	8.1489	66975660	150.0
SRR11688098	PRJNA630147	C419	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.12375064324644	23588730	120188	63213	148385	6.3303	62046604	150.0
SRR11688099	PRJNA630147	C419	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.61031596512964	20080513	116850	60745	142293	7.2934	53903552	150.0
SRR11688100	PRJNA630147	C419	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	70.84849280636583	16829244	119613	77839	149985	8.2638	47572548	150.0
SRR11688101	PRJNA630147	C419	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	67.6743900186255	17540739	119966	77752	151309	8.1548	51903766	150.0
SRR11688102	PRJNA630147	C419	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	69.48939600149384	20748492	123366	76899	157151	8.5064	59796638	150.0
SRR11688103	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	69.11155709281212	17307525	112199	63643	137857	7.1557	50136896	150.0
SRR11688104	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	70.4808597026109	13996438	109200	65317	133934	7.2219	39806526	150.0
SRR11688105	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	69.57033507788208	17029268	115522	66087	142913	7.7891	49017494	150.0
SRR11688106	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.31892354297091	18225729	115112	64727	140590	6.4877	47811866	150.0
SRR11688107	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	75.82150848119504	20053036	119364	65284	146058	5.9406	52960956	150.0
SRR11688076	PRJNA630147	C411	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	68.91773900086349	17731843	109818	58260	133608	7.2434	51539590	150.0
SRR11688077	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.1064841178551	15095489	114979	74751	142693	7.8622	39738548	150.0
SRR11688078	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	77.75316051856403	15457609	111791	71336	137435	6.8965	39815864	150.0
SRR11688079	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.8614051139827	12676945	111044	74417	136744	7.651	33915004	150.0
SRR11688080	PRJNA630147	C414	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	75.94581019637761	19026015	109796	60127	134402	6.9431	50144402	150.0
SRR11688081	PRJNA630147	C414	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	76.43266330345662	20687270	110626	63215	136785	7.1398	54175464	150.0
SRR11688082	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	72.84059114679438	18839465	113517	63893	139946	6.6271	51770862	150.0
SRR11688083	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	70.92993118985711	17495979	116238	66517	143698	6.8806	49381602	150.0
SRR11688084	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	70.90946873642974	17842956	114220	66434	142433	7.6761	50386676	150.0
SRR11688085	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	70.42662799826488	18989081	108926	56317	133278	7.9334	54009478	150.0
SRR11688086	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	72.08992818733462	22458778	117787	67172	146430	7.819	62354858	150.0
SRR11688087	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	73.43687916833159	17645229	118333	66490	144175	6.3555	48112130	150.0
SRR11688088	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	72.60174250075957	22103419	117624	67616	146127	8.0548	60985166	150.0
SRR11688089	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	73.12974689616074	21420421	122297	76832	154268	8.1104	58673842	150.0
SRR11688090	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	67.3102972690975	19605545	123050	78622	155709	8.2408	58345654	150.0
SRR11688091	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	70.53407127075745	20857298	124726	76455	158018	8.1163	59209422	150.0
SRR11688060	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	76.40908569011414	21594923	111973	62828	138602	6.9284	56580944	150.0
SRR11688061	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	78.55542797201409	22472323	113873	62659	141184	6.5326	57264810	150.0
SRR11688062	PRJNA630147	C414	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	71.22426760587194	16470671	114186	72148	142313	6.6668	46299778	150.0
SRR11688063	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	77.28395213735918	21466702	108478	57853	132431	6.809	55594660	150.0
SRR11688064	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.23320475985264	23974932	118675	68096	147922	7.4764	63110680	150.0
SRR11688065	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	77.25247792921601	16286148	114946	67399	138992	6.5546	42271444	150.0
SRR11688066	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	79.03169936533698	25824960	120092	66987	148986	6.6525	65452130	150.0
SRR11688067	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.25761160438735	14557180	111804	74852	137527	8.3054	39264894	150.0
SRR11688068	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.90778579469264	15771468	114470	75454	141743	8.3861	42159912	150.0
SRR11688069	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	75.37005135108092	14432584	112967	72815	138998	7.3843	38357146	150.0
SRR11688070	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	76.81197037041436	18626243	111657	65097	138113	7.035	48558324	150.0
SRR11688071	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	77.71663722919378	18828454	110846	61209	135723	6.3775	48498676	150.0
SRR11688072	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	76.93527602166293	16983286	106805	58776	129883	7.3365	44196026	150.0
SRR11688073	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	75.73170404522787	15016985	112103	68865	136532	7.3642	39762338	150.0
SRR11688074	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	77.48340428730353	17689689	115177	67731	141079	6.9084	45791808	150.0
SRR11688075	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	80.42430442731516	25361880	120465	67901	149393	6.0283	63160802	150.0
SRR11688044	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.7564538131758	17690621	115992	69596	143134	7.5178	46230114	150.0
SRR11688045	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	79.49387746788518	26227194	121994	66725	151456	6.4555	66093562	150.0
SRR11688046	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	80.89704687833418	28615172	121693	64650	150938	6.0944	70849048	150.0
SRR11688047	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	72.38338568708852	13559217	113830	76730	140997	9.8789	37516044	150.0
SRR11688048	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	73.59879368259841	15807741	114217	76007	142482	10.0101	43006302	150.0
SRR11688049	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.51209435399436	15226200	112153	74956	139380	8.9855	40926366	150.0
SRR11688050	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	78.16010722940932	15256867	98649	53357	117647	6.1422	39079138	150.0
SRR11688051	PRJNA630147	C414	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	69.69655650143207	17782638	114996	75163	144282	7.7638	51089496	150.0
SRR11688052	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	76.99442833945123	21582831	106789	57639	130026	7.1396	56112316	150.0
SRR11688053	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	77.19567771742165	19682575	100083	52170	119991	6.3295	51040676	150.0
SRR11688054	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.33276136222143	16877243	103902	60112	125058	6.8128	44371374	150.0
SRR11688055	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	77.12355423050708	17913481	105403	58638	126050	6.8541	46556264	150.0
SRR11688056	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	79.58209182558075	26814051	119693	65300	146800	5.8724	67479656	150.0
SRR11688057	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.20180576788047	15023138	108144	67142	131387	7.545	39477250	150.0
SRR11688058	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.95259428364484	21259305	109471	67401	135349	7.8942	56798638	150.0
SRR11688059	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.4212639629343	14105822	105936	67259	129037	7.3772	37997620	150.0
SRR11688028	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.31935871441794	20602620	115874	62838	141381	6.4267	54038526	150.0
SRR11688029	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.80064691604238	18279739	119820	70095	147278	6.1616	47655904	150.0
SRR11688030	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.13331413316507	21391159	119685	68417	148594	6.5896	56266240	150.0
SRR11688031	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	68.31610105818416	20426381	122081	77216	154134	8.009	59864030	150.0
SRR11688032	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	70.37613952708666	17384485	118297	77988	149502	8.5084	49472856	150.0
SRR11688033	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	71.85610356610442	15756901	117208	76333	147114	8.231	43926302	150.0
SRR11688034	PRJNA630147	C402	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.24971127843726	18306446	118325	70548	145214	6.0157	49383378	150.0
SRR11688035	PRJNA630147	C402	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	73.43916121349788	16413654	120308	68574	146545	6.3054	44759092	150.0
SRR11688036	PRJNA630147	C402	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	72.85147734327425	22114310	119615	66609	149230	7.351	60798552	150.0
SRR11688037	PRJNA630147	C402	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	72.14790565026374	19667597	118651	76234	150041	8.284	54609136	150.0
SRR11688038	PRJNA630147	C402	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	67.85315708256492	16118529	118496	77713	148925	8.3444	47585356	150.0
SRR11688039	PRJNA630147	C402	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	70.97374127542149	17808355	120798	76657	152358	8.175	50271554	150.0
SRR11688040	PRJNA630147	C414	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	68.19820169195631	17093200	112348	62064	137331	8.2183	50192108	150.0
SRR11688041	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	75.25697985058842	14726559	108032	65414	132946	7.981	39181664	150.0
SRR11688042	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	76.01384516594126	16552537	108819	61230	133438	7.3593	43588962	150.0
SRR11688043	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	75.2926863122911	17298384	105972	58097	129284	7.7833	45983694	150.0
SRR11688012	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	69.82288146163316	17381949	119106	76829	151087	8.6654	49879510	150.0
SRR11688013	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	72.392113395688	18160565	119421	76720	152045	8.854	50257130	150.0
SRR11688014	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	69.84381453699969	18348855	105972	55641	128080	7.2858	52603648	150.0
SRR11688015	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	71.61130210057878	19021369	112551	62966	137847	6.2497	53171174	150.0
SRR11688016	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	68.65671568865763	16862088	106570	59014	130088	7.4304	49165892	150.0
SRR11688017	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	68.85465697747983	18730228	106281	58984	130109	7.0231	54526132	150.0
SRR11688018	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	71.28404738732218	18365818	110839	62670	134826	7.6803	51584252	150.0
SRR11688019	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	71.89758162480683	18365020	107143	60696	130664	7.9793	51135468	150.0
SRR11688020	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	76.60983200500998	21416598	111186	59370	134837	5.8508	55980546	150.0
SRR11688021	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	73.75913570637539	20620281	112925	67925	139846	7.3522	56000316	150.0
SRR11688022	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	71.61099327805734	17491896	110143	67152	135868	7.2304	48917418	150.0
SRR11688023	PRJNA630147	IN84-58	Saccharum spontaneum	Saccharum spontaneum	3	Stem Internode	Illumina HiSeq 4000	ISR		PASS	71.89421847286309	18936275	110891	67107	137787	7.5964	52761660	150.0
SRR11688024	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	70.02487727776993	16620906	108150	55287	129541	7.0109	47522334	150.0
SRR11688025	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	67.47677948084163	19292784	116104	68086	145062	7.9159	57227844	150.0
SRR11688026	PRJNA630147	C416	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	69.68996108166147	16839117	109727	61295	133263	6.8958	48368564	150.0
SRR11688027	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	68.10034728419932	15383182	111830	66703	137817	7.4991	45278448	150.0
SRR11687996	PRJNA630147	C419	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	66.78916613938107	17314189	118331	76280	148293	7.7835	51902222	150.0
SRR11687997	PRJNA630147	C419	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	70.43579361135718	14941933	116067	75144	143561	7.5674	42473868	150.0
SRR11687998	PRJNA630147	C402	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	66.80805976409059	17190764	108986	59042	133056	8.2131	51521334	150.0
SRR11687999	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	71.46245313199074	15440670	106899	58776	129374	6.0407	43251646	150.0
SRR11688000	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	70.64569850843631	17576837	106581	57679	129179	7.0018	49820230	150.0
SRR11688001	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	68.60461001299832	17234114	105254	54564	127189	7.0372	50298666	150.0
SRR11688002	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	69.30906722792454	17228500	116064	74848	145352	7.8922	49769536	150.0
SRR11688003	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	69.38828742288833	20475669	119535	72882	150141	7.0848	59057660	150.0
SRR11688004	PRJNA630147	C418	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	68.40624536623842	14559588	116197	76561	145237	8.1577	42610118	150.0
SRR11688005	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	72.24762504732666	21959761	113777	59215	140733	7.3698	60850548	150.0
SRR11688006	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	68.42229764363702	19428794	114860	66411	143780	7.8418	56916296	150.0
SRR11688007	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	68.72442493594689	22599900	115906	65315	145855	7.6473	65915622	150.0
SRR11688008	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.57692519464736	20384413	113575	61112	138804	7.4067	54710492	150.0
SRR11688009	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	77.3308335563254	17746844	119046	68322	146311	6.2063	45952896	150.0
SRR11688010	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	75.90127766800941	19239320	119804	66578	147265	6.4554	50759136	150.0
SRR11688011	PRJNA630147	SP80-3280	Saccharum hybrid cultivar SP80-3280	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	66.4697707398733	15796434	118893	76733	149303	9.3044	47572660	150.0
SRR11687980	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	68.05247262579665	13787335	107286	56679	128252	7.1564	40569798	150.0
SRR11687981	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	65.6247686138014	16547206	106768	59055	129551	7.758	50504172	150.0
SRR11687982	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	70.88784570509381	21305795	119683	76215	151432	7.6092	60154174	150.0
SRR11687983	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	68.55486103034175	16898837	116002	76058	145299	8.0998	49351108	150.0
SRR11687984	PRJNA630147	C429	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	67.13884275947832	15087714	117377	77944	145761	8.171	44992910	150.0
SRR11687985	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	69.7419939453151	16224986	107432	57589	129843	6.9497	46565148	150.0
SRR11687986	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	70.26737344799535	19236881	109884	58212	132804	6.4712	54860566	150.0
SRR11687987	PRJNA630147	C402	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	71.12983799807374	15416770	109188	61101	132788	7.087	43399358	150.0
SRR11687988	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf + 1	Illumina HiSeq 4000	ISR		PASS	70.41877068737702	17908387	109287	56940	132800	7.2046	50931884	150.0
SRR11687989	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	74.59393155244982	19198408	123245	76409	153747	7.1381	51531590	150.0
SRR11687990	PRJNA630147	C424	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 4000	ISR		PASS	69.61619798102454	16281906	115232	73621	143435	7.066	46822282	150.0
