run	bioproject	genotype_clean	organism_sra	species_group	divergence_tier	tissue	instrument	lib_type	qc_flags	qc_pass	percent_mapped	num_mapped	genes_detected_gt0	genes_detected_ge1	tx_detected_gt0	pct_decoy	reads_raw	fastqc_raw_avg_read_length
SRR21866365	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	80.42038665742332	15458804	101521	62098	126731	9.4181	38520710	150.0
SRR21866366	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	82.52893057659108	11665858	97991	60893	120374	8.6118	28301982	150.0
SRR21866368	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	81.20279981700395	10026765	97171	62603	117742	8.488	24783102	150.0
SRR21866369	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	83.0232296327231	12898254	102311	62621	125690	8.0548	31228942	150.0
SRR21866370	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	81.47810544091995	16280766	104392	63672	129878	8.6822	40045684	150.0
SRR21866371	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	81.50559816885658	16556581	103725	63786	129243	8.6261	40687070	150.0
SRR21866372	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	81.53537184196514	9820121	99001	63151	119558	7.8611	24198670	150.0
SRR21866374	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	80.8304259588635	14746108	102750	63716	126983	8.9376	36580328	150.0
SRR21866375	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	82.8229732032756	11794784	99944	63245	122207	8.0575	28543636	150.0
SRR21866309	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	83.87528111320674	10781540	100848	62816	120677	7.1365	25755936	150.0
SRR21866310	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	83.39863183180117	19892883	108279	61463	133515	7.9608	47846968	150.0
SRR21866312	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	78.71393467097002	13555577	85669	59733	99654	9.9449	34934022	101.0
SRR21866313	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	74.77913007641034	15930987	91320	56909	109272	12.6643	42796938	101.0
SRR21866314	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	84.08677295732839	18308372	83386	57709	98341	7.6103	43618374	101.0
SRR21866315	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	80.21212759436716	16132754	87411	58285	103722	9.3437	40602044	101.0
SRR21866316	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	74.85802014024796	14309005	87933	55242	104669	13.034	38268444	101.0
SRR21866317	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	80.33660457367863	7956939	101867	63294	120621	9.453	19809820	101.0
SRR21866318	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	77.83268713780839	7428203	103953	66094	123447	10.8894	19088452	101.0
SRR21866320	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	85.22872119911811	10131254	105809	65278	126832	6.3499	23775252	101.0
SRR21866322	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	84.78335270753229	11757111	102512	61224	123331	6.9865	27735492	101.0
SRR21866283	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	67.3566321157393	12792088	98676	59687	121722	7.9643	41160352	150.0
SRR21866285	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	80.60769654997328	15532609	101864	61142	125661	9.2408	38603690	150.0
SRR21866288	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	81.2177878655757	12253404	99447	60934	122390	9.2645	30258668	150.0
SRR21866289	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	80.03181651815801	9719572	94535	59922	115646	9.6884	24309130	150.0
SRR21866266	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	81.08630195876333	11386861	96508	60105	117443	9.3832	28120508	150.0
SRR21866267	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	79.76828537411409	15865210	100428	59938	124502	9.8858	39862732	150.0
SRR21866268	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	80.48019930110691	18557266	103226	61355	129661	9.4854	46202874	150.0
SRR21866269	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	82.37590682997569	13233827	97557	56975	119569	9.0889	32181250	150.0
SRR21866270	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	78.70196712910078	17067684	103151	61440	129941	9.5844	43490120	150.0
SRR21866271	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	81.382981922589	14884324	101178	61768	125381	8.9588	36644572	150.0
SRR21866274	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	84.68733796985947	12501472	97218	57822	118641	7.5438	29620178	150.0
SRR21866296	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	81.01031684718356	18705125	102634	61388	128945	9.0688	46262690	150.0
SRR21866298	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	84.8626062376834	14052780	103767	61111	125372	7.1582	33168080	150.0
SRR21866299	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	84.84271409535047	15864555	105370	62212	127845	6.6505	37447292	150.0
SRR21866300	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	84.02823529411765	17097120	106600	59930	129790	7.7463	40756870	150.0
SRR21866301	PRJNA884509	LA-Purple	Saccharum officinarum	Saccharum officinarum	2	Leaf	Illumina HiSeq 2500	IU		PASS	84.65056852810571	10896156	101549	62483	121428	7.0517	25796092	150.0
SRR7502915	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR		PASS	30.917964243953715	1963283	74567	44737	80327	26.9579	13020662	126.0
SRR7502899	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	20.52489385734771	1051744	44687	28012	47215	24.2091	10335106	126.0
SRR7502900	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	20.491324087318862	1037862	44400	28683	46916	24.2201	10222896	126.0
SRR7502901	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	35.48125986862419	5877740	71079	18260	78515	25.6697	33421970	126.0
SRR7502902	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	35.44851300167513	5791309	70746	18365	78252	25.6871	32944378	126.0
SRR7502907	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR		PASS	30.902979262322027	1960875	74780	44801	80596	26.9695	12858014	126.0
SRR7502908	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR		PASS	30.924333787324066	1954040	74571	44977	80366	27.0183	12765196	126.0
SRR7502903	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	21.623547082841192	1607757	70853	41516	75914	27.6435	14984250	126.0
SRR7502906	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	20.552235088431278	1068559	44662	28486	47177	24.218	10486014	126.0
SRR7502931	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	41.233324242652344	1090099	66283	54912	70875	22.3413	5375456	126.0
SRR7502975	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	48.31254254370955	1541574	65174	47666	69828	19.4289	6445688	126.0
SRR7502974	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	26.439890347565303	1073197	38827	22999	39878	38.486	8190356	126.0
SRR7502978	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR		PASS	30.991483991878088	2685550	48415	17652	51481	29.6626	17440766	126.0
SRR7502977	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR		PASS	31.023502881757626	2720652	48473	17662	51621	29.6478	17653656	126.0
SRR7502976	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	48.347483704147784	1520144	64955	47755	69624	19.4543	6349208	126.0
SRR7502972	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	51.135369402724116	1433081	68686	55114	73988	17.3798	5651654	126.0
SRR7502973	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	48.253003259376115	1504864	64844	47825	69372	19.4822	6300200	126.0
SRR7502917	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR		PASS	33.262676970953706	1696487	73940	48244	79575	23.1157	10270050	126.0
SRR7502918	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR		PASS	33.23454837854472	1707399	74036	48067	79629	23.1112	10366290	126.0
SRR7502916	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR		PASS	33.25340361354757	1683547	73859	48051	79523	23.1292	10195864	126.0
SRR7502935	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	32.719031770728044	1102154	49028	33068	51396	30.1305	6784978	126.0
SRR7502936	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	32.72235718916926	1114853	49267	33243	51617	30.1488	6863414	126.0
SRR7502937	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	41.17844170875065	1093699	66359	55238	70893	22.3125	5504748	126.0
SRR7502938	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	32.6900416067822	1091088	48983	33075	51272	30.1681	6726310	126.0
SRR7502939	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR		PASS	41.044776882385534	2408739	64397	38378	69577	21.5604	11854754	126.0
SRR7502940	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	29.593848784838922	2140959	62769	38093	67642	23.2649	14609328	126.0
SRR7502941	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	29.596787821880906	2115666	62591	38296	67489	23.306	14426910	126.0
SRR7502942	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	29.556053035832715	2091021	62392	38046	67184	23.3177	14286756	126.0
SRR7502943	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	23.142007904594493	1184065	53265	36038	56557	27.4793	10306212	126.0
SRR7502944	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	23.13623053031138	1167109	52822	35981	56049	27.5313	10157754	126.0
SRR7502945	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	23.074511411819092	1152561	52632	35721	55848	27.5273	10062878	126.0
SRR7502947	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR		PASS	41.0239539450223	2472181	64825	38488	70069	21.589	12162910	126.0
SRR7502985	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	32.918271364909	1061925	59077	47030	63303	25.0126	6514696	126.0
SRR7502999	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	37.70416812679706	2744713	57370	22319	61875	24.8175	14664828	126.0
SRR7503000	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	37.67251598362497	2775361	57414	22316	61962	24.8022	14843248	126.0
SRR7503001	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	25.700666456335398	2601047	33550	6987	34821	36.0325	20372234	126.0
SRR7502970	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	51.11450331380376	1396323	67917	54835	73192	17.3779	5512330	126.0
SRR7502971	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR		PASS	31.032892028465465	2663258	48286	17579	51402	29.6704	17280010	126.0
SRR7502968	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	28.444612440460887	1030201	56078	42353	59608	23.3783	7327638	126.0
SRR7502969	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	51.04796314198212	1407814	67997	54825	73144	17.433	5561842	126.0
SRR7502992	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	24.239382991452597	1306630	67646	45910	72309	28.6166	12721594	126.0
SRR7502987	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	32.85711114432735	1110089	59743	46960	64237	25.0455	6820226	126.0
SRR7502986	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	32.89104154898858	1078987	59162	46800	63418	25.0261	6621682	126.0
SRR7502960	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	26.360134601148623	1064345	38831	22429	39892	38.5722	8135548	126.0
SRR7502952	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	33.85287396171164	4233939	76024	27749	84162	27.2683	25291022	126.0
SRR7502959	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	26.319334109294886	1055539	38604	22357	39677	38.5527	8081592	126.0
SRR7502957	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	35.196411149644334	3109025	62366	20264	66872	33.5837	17805806	126.0
SRR7502956	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	35.17781814240019	3066716	62114	19866	66559	33.6129	17576396	126.0
SRR7502932	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Stem Internode	Illumina HiSeq 2000	ISR		PASS	41.22134186982033	1095310	66251	55031	70853	22.3149	5424508	126.0
SRR7503004	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	25.699904334211425	2569029	33546	6906	34751	36.0366	20116726	126.0
SRR7503003	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	25.669290988557442	2540759	33390	6902	34651	36.0882	19925498	126.0
SRR7503002	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	37.70028881193286	2714883	56952	22183	61380	24.7983	14513530	126.0
SRR7502998	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR		PASS	34.34431265924139	3392830	67735	36328	74904	19.6792	19950346	126.0
SRR7502997	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR		PASS	34.34598263865837	3352352	67342	36345	74410	19.6631	19722136	126.0
SRR7502995	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	18.624341316222832	1244634	62023	37106	66211	31.8126	13477208	126.0
SRR7502994	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Root	Illumina HiSeq 2000	ISR	low_mapping_rate(<30%)	FLAG	24.394995569791327	1408841	69025	46154	74000	28.5661	12444696	126.0
SRR7503005	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR		PASS	34.28989283856874	3438383	67975	36428	75195	19.654	20255070	126.0
SRR7502955	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	35.14459753145411	3033242	62068	20223	66499	33.6271	17413604	126.0
SRR7502954	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	33.86517362719813	4360092	76783	27867	84908	27.2309	26013230	126.0
SRR7502953	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	33.86597888079606	4288794	76555	27684	84647	27.2715	25592462	126.0
SRR7502948	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	ISR		PASS	41.05115903838222	2435344	64616	38471	69854	21.5735	11974934	126.0
SRR7502951	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU	low_mapping_rate(<30%)	FLAG	28.300141002681777	3018825	59432	12642	63677	33.3966	21519804	126.0
SRR7502950	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU	low_mapping_rate(<30%)	FLAG	28.27678173899123	2986879	59243	12482	63443	33.3996	21310068	126.0
SRR7502949	PRJNA479814	Q208	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU	low_mapping_rate(<30%)	FLAG	28.277506898476357	2960776	59051	12666	63178	33.4242	21139636	126.0
SRR7503006	PRJNA479814	KQ228	Saccharum hybrid cultivar	Saccharum hybrid cultivar (non-R570)	1	Leaf	Illumina HiSeq 2000	IU		PASS	35.469662626364006	5739217	70438	18302	77742	25.6958	32639732	126.0
SRR10485061	PRJNA590281	F172	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	79.80229239435785	27964360	130481	79265	165887	7.7583	70256218	148.7184
SRR10485073	PRJNA590281	F172	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	78.1625979680276	23462715	128171	80260	161387	8.444	60190050	149.0061
SRR10485072	PRJNA590281	F172	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	77.02149092640725	26208685	128703	79330	162900	8.8846	68238248	148.8924
SRR10485071	PRJNA590281	F172	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	78.06600887933593	36323982	131333	79082	168589	8.1047	93285650	148.6856
SRR10485074	PRJNA590281	GZ18	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	78.4881777636033	25358338	128505	78664	162277	8.5572	64782590	148.7486
SRR10485075	PRJNA590281	GZ18	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	76.71826662789447	21718125	126327	75934	157154	9.4688	56753354	148.9348
SRR10485062	PRJNA590281	F172	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	80.14649569832409	25351546	128946	78610	163438	8.1683	63403218	148.9082
SRR10485060	PRJNA590281	GT31	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	73.48201669747996	26869784	122296	70455	152574	11.4682	73306016	148.7338
SRR10485048	PRJNA590281	GT31	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	79.36216347319781	29180635	131831	79496	167387	8.2939	73707934	149.1087
SRR10485047	PRJNA590281	GZ18	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	78.27134751946525	27967723	129947	79716	164468	8.8703	71629830	149.0836
SRR10485055	PRJNA590281	GZ18	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	76.40110213610234	25881386	125484	72919	156380	9.6874	67901490	148.8088
SRR10485054	PRJNA590281	F172	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	75.63158703740754	30668753	131098	80294	166144	9.6981	81300444	148.6296
SRR10485053	PRJNA590281	F172	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	75.56749112920326	26416644	121527	72358	152970	10.4154	70065060	148.7166
SRR10485052	PRJNA590281	F172	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	74.23389524053272	29489331	122961	71408	154873	11.4613	79615914	148.6553
SRR10485051	PRJNA590281	F172	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	70.25964222372978	21772861	121562	72249	150967	13.9198	62120698	148.7691
SRR10485050	PRJNA590281	GT31	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	78.29077630408194	22814849	128343	78328	161079	8.847	58414394	148.9724
SRR10485049	PRJNA590281	GT31	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	80.93261476082462	30965512	129462	77248	164526	7.2487	76676566	148.9828
SRR10485059	PRJNA590281	GT31	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	73.96097535944254	22715411	121604	70633	151096	11.2507	61561848	148.768
SRR10485058	PRJNA590281	GT31	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	72.9837853435842	27406566	123831	70312	154454	11.4032	75307250	148.755
SRR10485057	PRJNA590281	GZ18	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	79.00835408146078	25250366	125132	73069	156198	8.7079	64042150	148.9911
SRR10485056	PRJNA590281	GZ18	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	75.31331234829031	26081525	125985	73639	157686	10.6615	69512112	149.037
SRR10485015	PRJNA590281	GT31	Saccharum spontaneum	Saccharum spontaneum	3	Leaf	Illumina HiSeq 2500	IU		PASS	78.85812420940293	20637869	127312	78481	158422	8.0473	52459444	148.7182
