bioproject	n_runs	n_flagged	instruments	library_types	reads_raw_median	reads_raw_q1	reads_raw_q3	reads_trimmed_median	reads_trimmed_q1	reads_trimmed_q3	reads_retained_pct_median	reads_retained_pct_q1	reads_retained_pct_q3	cutadapt_pct_reads_with_adapters_median	cutadapt_pct_reads_with_adapters_q1	cutadapt_pct_reads_with_adapters_q3	cutadapt_pct_bp_removed_median	cutadapt_pct_bp_removed_q1	cutadapt_pct_bp_removed_q3	fastqc_raw_percent_gc_median	fastqc_raw_percent_gc_q1	fastqc_raw_percent_gc_q3	fastqc_raw_percent_duplicates_median	fastqc_raw_percent_duplicates_q1	fastqc_raw_percent_duplicates_q3	fastqc_raw_avg_read_length_median	fastqc_raw_avg_read_length_q1	fastqc_raw_avg_read_length_q3	fastqc_trimmed_avg_read_length_median	fastqc_trimmed_avg_read_length_q1	fastqc_trimmed_avg_read_length_q3	num_processed_median	num_processed_q1	num_processed_q3	num_mapped_median	num_mapped_q1	num_mapped_q3	percent_mapped_median	percent_mapped_q1	percent_mapped_q3	pct_decoy_median	pct_decoy_q1	pct_decoy_q3	compatible_fragment_ratio_median	compatible_fragment_ratio_q1	compatible_fragment_ratio_q3	strand_mapping_bias_median	strand_mapping_bias_q1	strand_mapping_bias_q3	frag_length_mean_median	frag_length_mean_q1	frag_length_mean_q3	genes_detected_gt0_median	genes_detected_gt0_q1	genes_detected_gt0_q3	genes_frac_ge1_median	genes_frac_ge1_q1	genes_frac_ge1_q3	tx_detected_gt0_median	tx_detected_gt0_q1	tx_detected_gt0_q3	tx_frac_ge1_median	tx_frac_ge1_q1	tx_frac_ge1_q3
PRJNA848385	12	0	Illumina HiSeq 2500	IU	61124870.0	59341464.0	62574775.0	61117888.0	59333679.5	62566023.5	99.9879	99.9868	99.9888	31.5038	31.2167	31.8566	0.5897	0.5672	0.6318	53.0	52.0	53.125	50.0109	48.1744	50.9809	150.0	150.0	150.0	148.9478	148.898	148.9938	30558944.0	29666839.75	31283011.75	24533379.5	23862330.5	25052148.25	80.4227	79.7243	80.9978	9.158	8.9159	9.6162	1.0	1.0	1.0	0.5027	0.5024	0.503	262.0732	257.995	267.4888	118626.0	117785.75	120528.5	0.3758	0.3709	0.3858	149857.5	147432.5	151070.5	0.2818	0.2788	0.2907
PRJNA848400	12	0	Illumina HiSeq 2500	IU	58631830.0	57102988.5	60675335.5	58624862.0	57097344.0	60668349.5	99.9885	99.9878	99.9896	31.4562	30.8174	31.679	0.5877	0.5435	0.6087	53.0	52.0	53.625	49.862	48.4652	50.9928	150.0	150.0	150.0	148.9689	148.9177	149.0185	29312431.0	28548672.0	30334174.75	23629590.0	22498559.25	24277067.25	80.5138	79.9489	81.4326	8.6653	8.512	9.6504	1.0	1.0	1.0	0.503	0.5026	0.5031	265.9282	261.7906	269.5209	117994.0	117129.75	120079.75	0.381	0.372	0.3834	148391.0	146952.75	151111.75	0.2859	0.2781	0.2892
PRJNA866695	3	0	HiSeq X Ten	IU	139523012.0	139523012.0	139523012.0	139155984.0	139155984.0	139155984.0	99.7369	99.7369	99.7369	32.7842	32.7842	32.7842	1.1446	1.1446	1.1446	53.0	53.0	53.0	64.5917	64.5917	64.5917	150.0	150.0	150.0	148.3508	148.3508	148.3508	69577992.0	69577992.0	69577992.0	56742610.0	56742610.0	56742610.0	82.0033	82.0033	82.0033	9.3017	9.3017	9.3017	1.0	1.0	1.0	0.5011	0.5011	0.5011	246.1562	246.1562	246.1562	128341.0	128341.0	128341.0	0.3689	0.3689	0.3689	165435.0	165435.0	165435.0	0.2716	0.2716	0.2716
PRJNA882367	4	0	Illumina HiSeq 2000	IU	34104087.0	32082706.5	35286165.5	33186463.0	31222724.5	34338780.5	97.31	97.2345	97.3893	28.2612	28.0854	28.4788	12.2051	12.005	12.586	52.0	51.75	52.0	41.5595	39.4929	44.0304	100.0	100.0	100.0	89.4349	89.1066	89.6429	16593231.5	15611362.25	17169390.25	13793251.5	12958739.75	14294269.25	83.1209	82.6691	83.661	7.7777	7.3407	8.289	1.0	1.0	1.0	0.4988	0.4986	0.4991	192.0878	188.0621	197.0453	107289.0	106277.5	108792.25	0.3005	0.2955	0.3122	128808.5	127162.0	130882.25	0.2175	0.2142	0.2266
PRJNA884509	125	0	Illumina HiSeq 2500	IU	32112744.0	28120508.0	36644572.0	32076432.0	28084954.0	36578468.0	99.8129	99.7405	99.8761	34.7248	32.7528	36.1842	2.4747	1.9978	2.8712	52.0	51.0	54.0	43.5239	39.0309	47.3188	150.0	150.0	150.0	145.98	145.4505	146.5251	16038216.0	14042477.0	18289234.0	13105296.0	11421204.0	14884966.0	82.0505	80.6077	83.3368	8.552	7.5715	9.3832	1.0	1.0	1.0	0.5007	0.4996	0.5015	237.0313	226.4501	249.9731	98676.0	96160.0	101867.0	0.3138	0.2921	0.3226	120374.0	115928.0	124290.0	0.2366	0.2177	0.2454
PRJNA885747	12	0	Illumina NovaSeq 6000	IU	45523731.0	44084879.5	46813266.5	45521394.0	44079689.5	46810299.5	99.9947	99.9887	99.995	31.301	30.7921	34.2005	0.3893	0.3799	0.4255	52.0	51.75	52.0	45.7133	43.3912	47.6344	150.0379	149.901	150.1275	148.7369	148.6368	148.8003	22760697.0	22039844.75	23405149.75	16884841.5	14513811.5	17470340.5	72.5995	69.8462	75.6323	9.9588	9.7896	10.3344	1.0	1.0	1.0	0.491	0.4902	0.4916	336.1264	324.498	351.1488	122478.5	120508.25	124786.75	0.4127	0.4099	0.4171	151430.5	149045.0	154691.75	0.3128	0.3091	0.3148
PRJNA893415	24	1	Illumina NovaSeq 6000	IU	77525594.0	74574808.0	95776342.5	77214838.0	74256870.0	95564170.5	99.7543	99.6487	99.8843	32.9485	32.5101	33.6081	1.3717	1.1614	1.6462	55.0	54.0	56.0	64.1319	59.6283	67.8956	150.0	150.0	150.0	147.9688	147.6403	148.1582	38607419.0	37128435.0	47782085.25	25683209.5	21565221.25	32886757.0	63.0959	55.8333	75.3455	20.7843	13.6175	27.945	1.0	1.0	1.0	0.504	0.5031	0.5042	340.0999	329.308	357.867	110779.5	104627.75	121991.0	0.2999	0.2768	0.3433	138283.0	126086.75	155041.75	0.2239	0.1984	0.2546
PRJNA910309	30	1	Illumina NovaSeq 6000	ISR	48511033.0	44434539.5	51205788.0	48339626.0	44304811.0	51091844.5	99.7854	99.6929	99.7952	37.3519	36.4476	37.8854	1.2457	1.164	1.4016	51.0	50.5	51.5	64.7083	62.7357	67.6191	139.2089	139.1122	139.2861	138.1916	137.9509	138.3456	24169813.0	22152405.5	25545922.25	17631182.0	16555555.25	19980457.0	78.101	74.0816	80.9296	11.0302	9.7399	13.1282	1.0	1.0	1.0	0.0	0.0	0.0	213.6632	205.252	217.6091	98613.5	95157.0	100982.5	0.2928	0.2722	0.3039	119729.0	114597.75	123462.5	0.2162	0.2011	0.2254
PRJNA910660	30	0	Illumina NovaSeq 6000	IU	63801368.0	61846771.0	72928213.5	63792039.0	61836454.0	72917018.0	99.9849	99.983	99.987	31.0156	30.4624	31.154	0.7345	0.6672	0.7619	54.0	53.25	55.0	54.0172	51.0321	55.9732	150.0	150.0	150.0	148.7522	148.7039	148.8581	31896019.5	30918227.0	36458509.0	26398650.5	24100606.5	29292193.5	80.6807	78.0276	83.2491	8.245	7.7522	8.8564	1.0	1.0	1.0	0.501	0.5005	0.5038	269.5272	264.9893	279.7261	121045.0	115992.0	131311.75	0.3672	0.3484	0.4042	150973.5	145171.0	163062.25	0.2712	0.2539	0.2979
PRJNA911338	12	1	Illumina NovaSeq 6000	IU	66154705.0	63343349.0	71707045.0	66094214.0	63330005.0	71693948.0	99.9827	99.973	99.9857	31.4787	31.1484	32.0232	0.7187	0.6376	0.7669	53.0	52.0	54.0	59.4094	53.7217	62.6228	150.0	150.0	150.0	148.8496	148.7097	148.9179	33047107.0	31665002.5	35846974.0	24119082.5	21831291.5	27489469.0	71.9913	69.4801	76.0907	4.5668	4.139	7.0956	1.0	1.0	1.0	0.5023	0.5012	0.5025	267.9595	261.6277	274.2558	101374.5	85685.5	108611.75	0.3084	0.274	0.3251	118551.0	100012.5	134330.25	0.2216	0.1955	0.2426
PRJNA912140	30	1	Illumina NovaSeq 6000	IU	82516544.0	74063136.0	89083091.5	82509117.0	74060952.5	89079908.5	99.9924	99.9915	99.9963	34.4856	31.891	34.5901	0.3809	0.3543	0.3875	53.0	52.0	53.0	46.6215	43.9412	53.397	150.0	150.0	150.0	149.1667	149.1478	149.2368	41254558.5	37030476.25	44539954.25	30555721.0	26525714.25	34499038.5	78.6479	71.2488	81.5179	9.7359	9.0195	16.5598	1.0	1.0	1.0	0.5127	0.5117	0.5146	306.7612	290.3223	315.1811	123371.0	117451.5	126445.75	0.3408	0.3121	0.3671	159044.0	146327.5	163844.75	0.2497	0.2281	0.2723
PRJNA937025	5	0	Illumina HiSeq 1500	IU	57688868.0	48490158.0	58145852.0	57412288.0	48312552.0	57830830.0	99.6337	99.5206	99.6766	32.7104	32.2339	33.6379	1.0983	0.9488	1.1608	54.0	52.0	54.0	73.4064	52.7784	82.3574	150.0	150.0	150.0	148.4751	148.4636	148.6482	28706144.0	24156276.0	28915415.0	19716417.0	19489668.0	21457420.0	80.6816	74.2075	82.0703	8.8564	8.8208	8.8585	1.0	1.0	1.0	0.5016	0.5012	0.5019	239.8135	239.3243	242.8077	103565.0	101479.0	119289.0	0.3762	0.3635	0.3792	121081.0	115391.0	144892.0	0.2689	0.2666	0.2708
PRJNA955119	6	0	Illumina NovaSeq 6000	IU	250823654.0	236088417.0	269643455.5	250739757.0	236018807.5	269557353.5	99.968	99.9669	99.9704	32.5078	32.2653	32.8063	0.5656	0.5459	0.5725	51.0	50.25	51.0	62.8213	61.7606	63.5437	150.0	150.0	150.0	149.0145	148.9973	149.0472	125369878.5	118009403.75	134778676.75	98056859.0	96843881.0	105398570.75	79.6069	76.7725	80.6677	10.4667	9.8824	11.8	1.0	1.0	1.0	0.4936	0.4924	0.494	313.3223	311.0738	317.6476	147765.5	143913.25	148188.75	0.4363	0.4159	0.4379	196744.0	190460.75	197327.25	0.3242	0.3122	0.3271
PRJNA974890	40	12	Illumina HiSeq 2500	IU	55086193.0	51640223.0	58630816.0	55080473.0	51633975.0	58624087.0	99.9899	99.9879	99.9962	34.0552	29.7276	34.5337	0.4345	0.3743	0.45	54.0	44.0	54.625	48.162	46.1891	49.7818	150.1491	150.0919	150.195	148.7543	148.6877	148.9575	27540236.5	25816987.5	29312043.5	22488658.0	575412.0	24129932.75	80.2741	2.3559	82.5333	8.498	3.5065	9.2786	1.0	1.0	1.0	0.5117	0.5105	0.5166	346.1211	325.1568	356.1199	117041.5	46919.0	120641.5	0.3471	0.2155	0.3577	145225.5	49322.5	150158.5	0.2562	0.1469	0.2676
