run	experiment	bioproject	biosample	organism	instrument	qc_pass	qc_flags	status	layout	cutadapt_reads_processed	cutadapt_reads_with_adapters	cutadapt_bp_processed	cutadapt_bp_quality_trimmed	cutadapt_bp_written	cutadapt_pct_reads_with_adapters	cutadapt_pct_bp_removed	cutadapt_version	detected_layout	n_fastq_files	fastqc_raw_per_base_sequence_quality	fastqc_raw_per_sequence_quality_scores	fastqc_raw_per_base_sequence_content	fastqc_raw_per_sequence_gc_content	fastqc_raw_per_base_n_content	fastqc_raw_sequence_duplication_levels	fastqc_raw_overrepresented_sequences	fastqc_raw_adapter_content	fastqc_raw_n_fail	fastqc_raw_poor_quality_reads	reads_raw	fastqc_raw_percent_gc	fastqc_raw_avg_read_length	fastqc_raw_percent_duplicates	read_length_raw	fastqc_trimmed_per_base_sequence_quality	fastqc_trimmed_per_sequence_quality_scores	fastqc_trimmed_per_base_sequence_content	fastqc_trimmed_per_sequence_gc_content	fastqc_trimmed_per_base_n_content	fastqc_trimmed_sequence_duplication_levels	fastqc_trimmed_overrepresented_sequences	fastqc_trimmed_adapter_content	fastqc_trimmed_n_fail	fastqc_trimmed_poor_quality_reads	reads_trimmed	fastqc_trimmed_percent_gc	fastqc_trimmed_avg_read_length	fastqc_trimmed_percent_duplicates	reads_retained_pct	salmon_version	salmon_library_types	frag_length_mean	frag_length_sd	num_processed	num_mapped	percent_mapped	num_decoy_fragments	num_dovetail_fragments	num_valid_targets	quant_errors	pct_decoy	salmon_expected_format	compatible_fragment_ratio	strand_mapping_bias	num_compatible_fragments	num_assigned_fragments	num_concordant_mappings	num_inconsistent_or_orphan	lib_ISF	lib_ISR	lib_IU	lib_MSF	lib_MSR	lib_MU	lib_OSF	lib_OSR	lib_OU	lib_SF	lib_SR	lib_U	genes_total	genes_detected_gt0	genes_frac_gt0	genes_detected_ge0p5	genes_frac_ge0p5	genes_detected_ge1	genes_frac_ge1	tx_total	tx_detected_gt0	tx_frac_gt0	tx_detected_ge0p5	tx_frac_ge0p5	tx_detected_ge1	tx_frac_ge1	pipeline_version	nextflow_version	fq_lint_raw_pass	fq_lint_trimmed_pass	sra_library_layout	sra_library_selection	sra_library_source	tissue_ontology
ERR5906601	ERX5547742	PRJEB44480	SAMEA8663769	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	68393442.0	23099989.0	6907737642.0	15231296.0	6850000860.0	33.7752	0.8358	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	68393442	50.5	101.0	73.4217	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	68174406	50.5	100.0628	73.5278	99.6797	1.10.3	ISR	177.73474177444464	54.194224835820854	34087203	20206221	59.27802583274433	5996069	125231	294803		17.5904	ISR	1.0	0.0	20206221	20206221	19458780	773032	0	19458780	0	0	0	0	0	0	0	294057	478975	0	190973	111601	0.584381	71998	0.377006	56275	0.294675	294803	133574	0.453096	81045	0.274912	61011	0.206955	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5906602	ERX5547743	PRJEB44480	SAMEA8663759	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	58121644.0	21039449.0	5870286044.0	22351178.0	5813048238.0	36.199	0.975	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	58121644	44.5	101.0	66.0251	101.0	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	57780194	45.0	100.0676	66.2069	99.4125	1.10.3	ISR	182.91594421059136	55.17005214121471	28890097	20296122	70.25286900213592	3126537	71740	294803		10.8222	ISR	1.0	0.0	20296122	20296122	19322157	1016469	0	19322157	0	0	0	0	0	0	0	334628	681841	0	190973	101914	0.533657	69662	0.364774	55880	0.292607	294803	124266	0.421522	79804	0.270703	61651	0.209126	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5906603	ERX5547744	PRJEB44480	SAMEA8663770	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	68536344.0	22452073.0	6922170744.0	8572472.0	6873989989.0	32.7594	0.696	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	68536344	52.0	101.0	75.9696	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	68424106	52.5	100.1225	76.025	99.8362	1.10.3	ISR	179.88554267883575	55.21246582275313	34212053	18306408	53.50865088394432	5815410	100550	294803		16.9981	ISR	1.0	0.0	18306408	18306408	17802966	521519	0	17802966	0	0	0	0	0	0	0	202193	319326	0	190973	118852	0.62235	79048	0.413922	61464	0.321847	294803	142900	0.48473	89297	0.302904	66652	0.22609	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5906604	ERX5547745	PRJEB44480	SAMEA8663771	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	88305914.0	29773970.0	8918897314.0	17709699.0	8850094871.0	33.7168	0.7714	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	88305914	49.5	101.0	74.2972	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	88051174	50.0	100.1141	74.4095	99.7115	1.10.3	ISR	181.1550717908675	55.20377355149392	44025587	26825543	60.93171000763715	6427184	119023	294803		14.5987	ISR	1.0	0.0	26825543	26825543	25885183	975626	0	25885183	0	0	0	0	0	0	0	378559	597067	0	190973	110792	0.580145	71389	0.373817	56614	0.29645	294803	136502	0.463028	82753	0.280706	62729	0.212783	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5906605	ERX5547746	PRJEB44480	SAMEA8663772	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	67186114.0	22691448.0	6785797514.0	13707877.0	6732630738.0	33.774	0.7835	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	67186114	50.0	101.0	73.1546	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	66988068	50.0	100.1036	73.2591	99.7052	1.10.3	ISR	179.46902840399696	53.587462830089706	33494034	19912572	59.451101052802414	5359360	97285	294803		16.0009	ISR	1.0	0.0	19912572	19912572	19187696	746050	0	19187696	0	0	0	0	0	0	0	262902	483148	0	190973	109175	0.571678	70423	0.368759	55219	0.289146	294803	131834	0.447194	80091	0.271676	60218	0.204265	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5906716	ERX5547857	PRJEB44480	SAMEA8663773	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	82714180.0	28480835.0	8354132180.0	12302161.0	8291404887.0	34.4328	0.7509	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	82714180	48.5	101.0	72.0848	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	82545898	48.5	100.1031	72.1511	99.7965	1.10.3	ISR	183.01864142380785	57.49124650813647	41272949	26746678	64.80437828661093	5571480	125679	294803		13.4991	ISR	1.0	0.0	26746678	26746678	25945774	831091	0	25945774	0	0	0	0	0	0	0	336526	494565	0	190973	110917	0.580799	72620	0.380263	57821	0.302771	294803	137147	0.465216	84170	0.285513	64150	0.217603	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5908673	ERX5549814	PRJEB44480	SAMEA8663729	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	79095960.0	26536483.0	7988691960.0	34423024.0	7908724628.0	33.5497	1.001	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	79095960	50.0	101.0	72.5603	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	78560288	50.0	100.0553	72.7864	99.3228	1.10.3	ISR	182.93296470749883	57.07230614150081	39280144	24908547	63.412565391817296	5941140	152690	294803		15.125	ISR	1.0	0.0	24908547	24908547	23653357	1307538	0	23653357	0	0	0	0	0	0	0	408256	899282	0	190973	108634	0.568845	68524	0.358815	53669	0.281029	294803	131371	0.445623	77700	0.263566	58572	0.198682	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5908732	ERX5549871	PRJEB44480	SAMEA8663730	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	69518996.0	23805417.0	7021418596.0	34274172.0	6943481898.0	34.243	1.11	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	69518996	49.5	101.0	69.9376	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	68976828	49.5	99.9945	70.2022	99.2201	1.10.3	ISR	181.2606986990359	58.026132943708184	34488414	21276036	61.69038680642143	4549677	90380	294803		13.1919	ISR	1.0	0.0	21276036	21276036	20152232	1178755	0	20152232	0	0	0	0	0	0	0	348745	830010	0	190973	108448	0.567871	73275	0.383693	58666	0.307195	294803	132442	0.449256	84985	0.288277	65270	0.221402	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5909881	ERX5551008	PRJEB44480	SAMEA8663796	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	73840314.0	25353729.0	7457871714.0	12133393.0	7401417554.0	34.3359	0.757	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	73840314	49.0	101.0	71.292	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	73671892	49.0	100.107	71.3736	99.7719	1.10.3	ISR	181.17455209329958	55.6530234833828	36835946	23759105	64.49978235932912	4969449	109152	294803		13.4908	ISR	1.0	0.0	23759105	23759105	23067414	709964	0	23067414	0	0	0	0	0	0	0	271721	438243	0	190973	109801	0.574956	72077	0.37742	57321	0.300152	294803	134727	0.457007	83567	0.283467	63789	0.216378	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5914030	ERX5555157	PRJEB44480	SAMEA8663797	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	78870528.0	26611758.0	7965923328.0	13490516.0	7905649299.0	33.7411	0.7566	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	78870528	50.5	101.0	76.6223	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	78684972	50.5	100.1056	76.7175	99.7647	1.10.3	ISR	176.8926901377024	52.19362245569937	39342486	20457768	51.99917463273673	7244639	143385	294803		18.4143	ISR	1.0	0.0	20457768	20457768	19695397	774952	0	19695397	0	0	0	0	0	0	0	285780	489172	0	190973	111652	0.584648	68350	0.357904	52337	0.274054	294803	133806	0.453883	76534	0.259611	56328	0.19107	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5914043	ERX5555170	PRJEB44480	SAMEA8663798	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	68533966.0	23444021.0	6921930566.0	14852325.0	6866969557.0	34.2079	0.794	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	68533966	48.5	101.0	73.1825	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	68325158	48.5	100.1052	73.287	99.6953	1.10.3	ISR	181.12294672245505	54.64267939081296	34162579	19595927	57.36079527251148	5423501	140499	294803		15.8756	ISR	1.0	0.0	19595927	19595927	18893497	720644	0	18893497	0	0	0	0	0	0	0	278032	442612	0	190973	104221	0.545737	68133	0.356768	53345	0.279333	294803	125970	0.427302	77189	0.261832	57978	0.196667	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5914325	ERX5555452	PRJEB44480	SAMEA8663799	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	62654368.0	22113305.0	6328091168.0	27292113.0	6261998268.0	35.2941	1.0444	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	fail	pass	3	0.0	62654368	47.0	101.0	69.5926	101.0	pass	pass	fail	warn	pass	fail	fail	pass	3	0.0	62233092	47.0	100.0264	69.8072	99.3276	1.10.3	ISR	178.0086324438687	52.55005273917226	31116546	19221705	61.77326043835328	4781960	88663	294803		15.3679	ISR	1.0	0.0	19221705	19221705	18279383	968699	0	18279383	0	0	0	0	0	0	0	285718	682981	0	190973	108161	0.566368	71966	0.376839	56745	0.297136	294803	130856	0.443876	81527	0.276547	61665	0.209174	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5914380	ERX5555507	PRJEB44480	SAMEA8663800	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	62370014.0	21039859.0	6299371414.0	11875444.0	6248413785.0	33.7339	0.8089	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	62370014	51.0	101.0	74.9867	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	62201486	51.0	100.0645	75.0736	99.7298	1.10.3	ISR	177.36147067843433	53.890852806492525	31100743	17161826	55.181401936281716	5264390	109209	294803		16.9269	ISR	1.0	0.0	17161826	17161826	16563096	611319	0	16563096	0	0	0	0	0	0	0	246505	364814	0	190973	106209	0.556147	69181	0.362255	53659	0.280977	294803	126085	0.427692	77456	0.262738	58006	0.196762	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5916888	ERX5558015	PRJEB44480	SAMEA8663801	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	79345642.0	26504319.0	8013909842.0	13894275.0	7952527872.0	33.4036	0.7659	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	79345642	51.0	101.0	78.4055	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	79153270	51.0	100.0935	78.5014	99.7576	1.10.3	ISR	177.80252579726044	53.29650135606397	39576635	19780898	49.98125282758375	8444163	110289	294803		21.3362	ISR	1.0	0.0	19780898	19780898	19078562	712162	0	19078562	0	0	0	0	0	0	0	282263	429899	0	190973	109024	0.570887	68814	0.360334	53286	0.279024	294803	130306	0.44201	77020	0.261259	57435	0.194825	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5916889	ERX5558016	PRJEB44480	SAMEA8663802	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	72035818.0	24641709.0	7275617618.0	14345147.0	7218733373.0	34.2076	0.7818	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	72035818	49.0	101.0	70.1208	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	71829216	49.0	100.1067	70.215	99.7132	1.10.3	ISR	181.0018755591188	55.46481899314352	35914608	24637097	68.59909761509857	4469372	110492	294803		12.4444	ISR	1.0	0.0	24637097	24637097	23874873	788431	0	23874873	0	0	0	0	0	0	0	282862	505569	0	190973	110306	0.5776	71719	0.375545	56907	0.297985	294803	135167	0.458499	82752	0.280703	63183	0.214323	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5916890	ERX5558017	PRJEB44480	SAMEA8663803	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	74847252.0	24846301.0	7559572452.0	14424512.0	7501732676.0	33.196	0.7651	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	74847252	51.5	101.0	74.8506	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	74639280	51.5	100.1079	74.9506	99.7221	1.10.3	ISR	181.583716120243	55.802688106883984	37319640	21887868	58.649729740158264	5650236	93209	294803		15.1401	ISR	1.0	0.0	21887868	21887868	21282176	621918	0	21282176	0	0	0	0	0	0	0	201781	420137	0	190973	120533	0.631152	80380	0.420897	63227	0.331078	294803	146982	0.498577	91630	0.310818	69052	0.234231	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5917041	ERX5558168	PRJEB44480	SAMEA8663804	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	72356954.0	24984372.0	7308052354.0	16381121.0	7248190753.0	34.5293	0.8191	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	72356954	48.0	101.0	71.1095	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	72120040	48.0	100.0921	71.2103	99.6726	1.10.3	ISR	180.92752388537284	55.67397904257234	36060020	23015125	63.82449316445194	4829193	110333	294803		13.3921	ISR	1.0	0.0	23015125	23015125	22162725	879815	0	22162725	0	0	0	0	0	0	0	330261	549554	0	190973	106532	0.557838	68510	0.358742	53965	0.282579	294803	130320	0.442058	78522	0.266354	59162	0.200683	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5917042	ERX5558169	PRJEB44480	SAMEA8663805	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	72910004.0	25320021.0	7363910404.0	9141726.0	7310696557.0	34.7278	0.7226	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	72910004	48.0	101.0	69.7432	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	72789824	48.0	100.1169	69.7941	99.8352	1.10.3	ISR	182.22662277912326	56.484016556363784	36394912	22962447	63.09246468297547	5337457	99051	294803		14.6654	ISR	1.0	0.0	22962447	22962447	22274868	705831	0	22274868	0	0	0	0	0	0	0	288110	417721	0	190973	109677	0.574306	73558	0.385175	59168	0.309824	294803	135058	0.45813	85009	0.288359	65492	0.222155	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5917081	ERX5558208	PRJEB44480	SAMEA8663806	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	67408828.0	22189468.0	6808291628.0	68960902.0	6697562408.0	32.9177	1.6264	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	67408828	51.0	101.0	78.4852	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	66960240	51.0	99.4062	78.7907	99.3345	1.10.3	ISR	175.15642449095157	51.57239611076729	33480120	13080848	39.07049317624907	7584697	85469	294803		22.6543	ISR	1.0	0.0	13080848	13080848	12245452	845721	0	12245452	0	0	0	0	0	0	0	483619	362102	0	190973	100753	0.527577	65137	0.34108	49818	0.260864	294803	119386	0.404969	72813	0.246989	53511	0.181514	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5917082	ERX5558209	PRJEB44480	SAMEA8663807	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	67083624.0	23996121.0	6775446024.0	40487338.0	6691304473.0	35.7705	1.2419	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	fail	pass	3	0.0	67083624	46.0	101.0	73.314	101.0	pass	pass	fail	warn	pass	fail	fail	pass	3	0.0	66506624	46.0	99.9147	73.6229	99.1399	1.10.3	ISR	174.11149644539856	51.16103102243013	33253312	17927223	53.9110901193842	5134476	69445	294803		15.4405	ISR	1.0	0.0	17927223	17927223	16668404	1291562	0	16668404	0	0	0	0	0	0	0	429069	862493	0	190973	100923	0.528467	65561	0.3433	50632	0.265126	294803	121676	0.412737	73596	0.249645	54318	0.184252	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5917085	ERX5558212	PRJEB44480	SAMEA8663808	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	72579362.0	24350994.0	7330515562.0	16449037.0	7269187856.0	33.5509	0.8366	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	72579362	50.5	101.0	74.5366	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	72357496	50.5	100.0525	74.6572	99.6943	1.10.3	ISR	176.45430765858188	52.400084057377725	36178748	18707857	51.70952018571787	7230664	98657	294803		19.9859	ISR	1.0	0.0	18707857	18707857	17977075	746493	0	17977075	0	0	0	0	0	0	0	282588	463905	0	190973	107662	0.563755	69600	0.364449	54459	0.285166	294803	129992	0.440945	79265	0.268874	59441	0.20163	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5918156	ERX5559288	PRJEB44480	SAMEA8663774	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	79526358.0	27719131.0	8032162158.0	14169246.0	7971914061.0	34.8553	0.7501	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	79526358	47.0	101.0	72.5001	101.0	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	79331686	47.5	100.1293	72.5862	99.7552	1.10.3	ISR	184.50089449663403	56.65993560474136	39665843	24668755	62.191430042215416	6035944	121817	294803		15.217	ISR	1.0	0.0	24668755	24668755	23741248	945397	0	23741248	0	0	0	0	0	0	0	358206	587191	0	190973	113727	0.595514	70530	0.369319	54403	0.284873	294803	138557	0.469999	79064	0.268193	58404	0.198112	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5918393	ERX5559364	PRJEB44480	SAMEA8663775	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	67936708.0	24362688.0	6861607508.0	24838180.0	6795935157.0	35.8609	0.9571	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	67936708	45.5	101.0	68.5347	101.0	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	67557792	45.5	100.0682	68.7019	99.4423	1.10.3	ISR	184.98012024052306	57.316235831972165	33778896	23567134	69.76881067989908	3672990	77672	294803		10.8736	ISR	1.0	0.0	23567134	23567134	22517691	1096686	0	22517691	0	0	0	0	0	0	0	350439	746247	0	190973	104872	0.549146	72263	0.378394	58733	0.307546	294803	129291	0.438567	83754	0.284102	65029	0.220585	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5918398	ERX5559369	PRJEB44480	SAMEA8663812	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	76118528.0	25897891.0	7687971328.0	14100902.0	7628382391.0	34.0231	0.7751	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	76118528	49.0	101.0	72.6946	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	75918970	49.0	100.1006	72.7761	99.7378	1.10.3	ISR	180.14538795960107	54.962935005227926	37959485	20229664	53.29277781297612	6118087	87361	294803		16.1174	ISR	1.0	0.0	20229664	20229664	19420601	830305	0	19420601	0	0	0	0	0	0	0	331000	499305	0	190973	107532	0.563074	70520	0.369267	55715	0.291743	294803	131862	0.447289	81313	0.275821	61396	0.208261	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5918519	ERX5559490	PRJEB44480	SAMEA8663776	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	62023168.0	20151172.0	6264339968.0	66303864.0	6162209432.0	32.4897	1.6303	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	62023168	52.0	101.0	77.9264	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	61648710	52.0	99.3703	78.2441	99.3963	1.10.3	ISR	176.3424972613051	51.37846016500645	30824355	12901143	41.853732219214315	7442483	85017	294803		24.1448	ISR	1.0	0.0	12901143	12901143	12105330	805835	0	12105330	0	0	0	0	0	0	0	465683	340152	0	190973	107059	0.560598	69535	0.364109	53584	0.280584	294803	126214	0.42813	77708	0.263593	57659	0.195585	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5919258	ERX5559974	PRJEB44480	SAMEA8663813	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	85123582.0	28947928.0	8597481782.0	13567277.0	8535269382.0	34.0069	0.7236	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	85123582	49.0	101.0	72.8278	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	84937328	49.5	100.134	72.9011	99.7812	1.10.3	ISR	184.84209136395617	57.69594611563921	42468664	25332054	59.64881306367443	6839546	98333	294803		16.1049	ISR	1.0	0.0	25332054	25332054	24448894	912608	0	24448894	0	0	0	0	0	0	0	359494	553114	0	190973	112871	0.591031	72611	0.380216	57251	0.299786	294803	139407	0.472882	84155	0.285462	63552	0.215574	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5919417	ERX5560133	PRJEB44480	SAMEA8663834	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	74648286.0	25768318.0	7539476886.0	8487890.0	7485780727.0	34.5196	0.7122	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	74648286	48.5	101.0	74.7327	101.0	pass	pass	fail	fail	pass	fail	fail	pass	4	0.0	74540634	48.5	100.1169	74.7802	99.8558	1.10.3	ISR	181.4968622119831	56.499800401742256	37270317	22386210	60.064447533408426	5237838	79751	294803		14.0536	ISR	1.0	0.0	22386210	22386210	21688840	711046	0	21688840	0	0	0	0	0	0	0	309560	401486	0	190973	104963	0.549622	66868	0.350144	52353	0.274138	294803	127960	0.434053	76165	0.258359	57108	0.193716	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
ERR5919475	ERX5560191	PRJEB44480	SAMEA8663814	Saccharum hybrid cultivar	Illumina NovaSeq 6000	PASS		ok	direct	70404020.0	24634483.0	7110806020.0	14576620.0	7054481053.0	34.9902	0.7921	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	70404020	47.0	101.0	69.8649	101.0	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	70194210	47.0	100.111	69.961	99.702	1.10.3	ISR	186.1581946098531	58.5236679678337	35097105	23352038	66.53551054994422	4893747	89195	294803		13.9434	ISR	1.0	0.0	23352038	23352038	22503369	869647	0	22503369	0	0	0	0	0	0	0	302546	567101	0	190973	109241	0.572023	72005	0.377043	57426	0.300702	294803	134205	0.455236	82588	0.280146	63268	0.214611	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	cDNA	TRANSCRIPTOMIC	PO:0020142
