run	experiment	bioproject	biosample	organism	instrument	qc_pass	qc_flags	status	layout	cutadapt_reads_processed	cutadapt_reads_with_adapters	cutadapt_bp_processed	cutadapt_bp_quality_trimmed	cutadapt_bp_written	cutadapt_pct_reads_with_adapters	cutadapt_pct_bp_removed	cutadapt_version	detected_layout	n_fastq_files	fastqc_raw_per_base_sequence_quality	fastqc_raw_per_sequence_quality_scores	fastqc_raw_per_base_sequence_content	fastqc_raw_per_sequence_gc_content	fastqc_raw_per_base_n_content	fastqc_raw_sequence_duplication_levels	fastqc_raw_overrepresented_sequences	fastqc_raw_adapter_content	fastqc_raw_n_fail	fastqc_raw_poor_quality_reads	reads_raw	fastqc_raw_percent_gc	fastqc_raw_avg_read_length	fastqc_raw_percent_duplicates	read_length_raw	fastqc_trimmed_per_base_sequence_quality	fastqc_trimmed_per_sequence_quality_scores	fastqc_trimmed_per_base_sequence_content	fastqc_trimmed_per_sequence_gc_content	fastqc_trimmed_per_base_n_content	fastqc_trimmed_sequence_duplication_levels	fastqc_trimmed_overrepresented_sequences	fastqc_trimmed_adapter_content	fastqc_trimmed_n_fail	fastqc_trimmed_poor_quality_reads	reads_trimmed	fastqc_trimmed_percent_gc	fastqc_trimmed_avg_read_length	fastqc_trimmed_percent_duplicates	reads_retained_pct	salmon_version	salmon_library_types	frag_length_mean	frag_length_sd	num_processed	num_mapped	percent_mapped	num_decoy_fragments	num_dovetail_fragments	num_valid_targets	quant_errors	pct_decoy	salmon_expected_format	compatible_fragment_ratio	strand_mapping_bias	num_compatible_fragments	num_assigned_fragments	num_concordant_mappings	num_inconsistent_or_orphan	lib_ISF	lib_ISR	lib_IU	lib_MSF	lib_MSR	lib_MU	lib_OSF	lib_OSR	lib_OU	lib_SF	lib_SR	lib_U	genes_total	genes_detected_gt0	genes_frac_gt0	genes_detected_ge0p5	genes_frac_ge0p5	genes_detected_ge1	genes_frac_ge1	tx_total	tx_detected_gt0	tx_frac_gt0	tx_detected_ge0p5	tx_frac_ge0p5	tx_detected_ge1	tx_frac_ge1	pipeline_version	nextflow_version	fq_lint_raw_pass	fq_lint_trimmed_pass	sra_library_layout	sra_library_selection	sra_library_source	tissue_ontology
SRR7982817	SRX4814083	PRJNA480179	SAMN10169106	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	52394156.0	20021674.0	5291809756.0	7514470.0	5197768466.0	38.2136	1.7771	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	52394156	51.5	101.0	56.5921	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	52368184	51.5	99.0313	56.5953	99.9504	1.10.3	ISR	166.3834223921414	63.627371156828396	26184092	15329802	58.54624250480024	3899047	78823	294803		14.8909	ISR	1.0	0.0	15329802	15329802	14835208	519982	0	14835208	0	0	0	0	0	0	0	227651	292331	0	190973	113714	0.595445	85240	0.446346	70315	0.368193	294803	138722	0.470558	101912	0.345695	81560	0.276659	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982818	SRX4814082	PRJNA480179	SAMN10169137	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	64121076.0	25380582.0	6476228676.0	5698934.0	6347954247.0	39.5823	1.9807	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	warn	3	0.0	64121076	51.5	101.0	61.7741	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	64102310	51.5	98.8085	61.779	99.9707	1.10.3	ISR	158.96840270925705	61.08413428380968	32051155	17647705	55.061057862033365	4775027	91784	294803		14.8981	ISR	1.0	0.0	17647705	17647705	17154086	509086	0	17154086	0	0	0	0	0	0	0	228557	280529	0	190973	114221	0.5981	82143	0.430129	66991	0.350788	294803	140507	0.476613	98048	0.332588	77041	0.26133	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982819	SRX4814081	PRJNA480179	SAMN10169136	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	70843058.0	29374241.0	7155148858.0	5872251.0	6980772263.0	41.4638	2.4371	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	warn	warn	2	0.0	70843058	52.0	101.0	69.8111	101.0	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	70816342	52.0	98.359	69.8105	99.9623	1.10.3	ISR	145.2705296723672	48.514250410440305	35408171	14981032	42.30953358195203	5919609	91475	294803		16.7182	ISR	1.0	0.0	14981032	14981032	14566245	425483	0	14566245	0	0	0	0	0	0	0	210603	214880	0	190973	109269	0.57217	75404	0.394841	59382	0.310944	294803	131797	0.447068	87863	0.29804	66483	0.225517	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982820	SRX4814080	PRJNA480179	SAMN10169133	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	174399032.0	66965089.0	17614302232.0	15622923.0	17310712368.0	38.3976	1.7235	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	174399032	51.0	101.0	72.8535	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	174330518	51.0	99.0677	72.8603	99.9607	1.10.3	ISR	160.65391330186037	60.037311206218654	87165259	46246808	53.05646828858731	13826316	229701	294803		15.8622	ISR	1.0	0.0	46246808	46246808	44216294	2138938	0	44216294	0	0	0	0	0	0	0	1008905	1130033	0	190973	128567	0.673221	84283	0.441335	67867	0.355375	294803	164259	0.557182	102182	0.346611	78169	0.265157	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982821	SRX4814079	PRJNA480179	SAMN10169132	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	78511944.0	30041111.0	7929706344.0	5858197.0	7791452582.0	38.2631	1.7435	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	78511944	52.0	101.0	75.368	101.0	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	78492048	52.0	99.0417	75.3708	99.9747	1.10.3	ISR	155.88798355615296	54.21824539962218	39246024	13353020	34.02387971836332	8163778	64970	294803		20.8015	ISR	1.0	0.0	13353020	13353020	12780744	577340	0	12780744	0	0	0	0	0	0	0	311793	265547	0	190973	109934	0.575652	71603	0.374938	54759	0.286737	294803	132314	0.448822	82444	0.279658	60453	0.205062	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982822	SRX4814078	PRJNA480179	SAMN10169135	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	98625076.0	37471348.0	9961132676.0	8109612.0	9790096057.0	37.9937	1.717	4.9	PAIRED	2	pass	pass	fail	pass	pass	fail	warn	pass	2	0.0	98625076	52.0	101.0	76.5597	101.0	pass	pass	fail	pass	pass	fail	warn	pass	2	0.0	98589544	52.0	99.0732	76.5593	99.964	1.10.3	ISR	155.71269520020573	54.9753643952672	49294772	17492748	35.486010565177175	10008714	91608	294803		20.3038	ISR	1.0	0.0	17492748	17492748	16599588	910483	0	16599588	0	0	0	0	0	0	0	476796	433687	0	190973	111266	0.582627	72558	0.379939	55720	0.291769	294803	135593	0.459944	84379	0.286222	61841	0.209771	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982823	SRX4814077	PRJNA480179	SAMN10169134	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	89480078.0	32564486.0	9037487878.0	9324236.0	8898666639.0	36.393	1.5361	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	89480078	53.0	101.0	65.4429	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	89439564	53.0	99.2536	65.4519	99.9547	1.10.3	ISR	163.27875355984477	56.60736259099895	44719782	23267220	52.02892089232456	7312698	126061	294803		16.3523	ISR	1.0	0.0	23267220	23267220	22564775	731961	0	22564775	0	0	0	0	0	0	0	332477	399484	0	190973	116155	0.608227	81322	0.42583	66065	0.345939	294803	144146	0.488957	97719	0.331472	76415	0.259207	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982824	SRX4814076	PRJNA480179	SAMN10169129	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	58724154.0	21684447.0	5931139554.0	7948407.0	5846204644.0	36.9259	1.432	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	58724154	48.5	101.0	65.9705	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	58702728	49.0	99.3701	65.9797	99.9635	1.10.3	ISR	177.0148261557993	69.76560146059697	29351364	14478387	49.32781658801274	4904913	62304	294803		16.711	ISR	1.0	0.0	14478387	14478387	13658369	861294	0	13658369	0	0	0	0	0	0	0	399197	462097	0	190973	111079	0.581648	76846	0.402392	61263	0.320794	294803	135504	0.459643	90783	0.307945	69449	0.235578	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0025034
SRR7982825	SRX4814075	PRJNA480179	SAMN10169128	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	59116656.0	21919421.0	5970782256.0	7369407.0	5866653646.0	37.0782	1.744	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	59116656	51.0	101.0	75.6241	101.0	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	59099024	51.0	99.0475	75.6224	99.9702	1.10.3	ISR	162.3449608852326	59.83300522293865	29549512	9710264	32.86099614775364	6233175	36246	294803		21.094	ISR	1.0	0.0	9710264	9710264	9005885	722378	0	9005885	0	0	0	0	0	0	0	370911	351467	0	190973	103507	0.541998	69044	0.361538	52838	0.276678	294803	122746	0.416366	79167	0.268542	58150	0.19725	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0025034
SRR7982826	SRX4814074	PRJNA480179	SAMN10169131	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	70979844.0	28259319.0	7168964244.0	7305311.0	7009925684.0	39.8132	2.2184	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	warn	3	0.0	70979844	54.0	101.0	64.4559	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	70936298	54.0	98.5903	64.4504	99.9387	1.10.3	ISR	145.32268057577	49.39280279684101	35468149	18807243	53.0257245733348	5440294	109878	294803		15.3385	ISR	1.0	0.0	18807243	18807243	18331626	493048	0	18331626	0	0	0	0	0	0	0	238604	254444	0	190973	117587	0.615726	85543	0.447932	69978	0.366429	294803	143326	0.486176	102014	0.346041	80860	0.274285	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982827	SRX4814073	PRJNA480179	SAMN10169130	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	74142354.0	27302625.0	7488377754.0	7670730.0	7374745513.0	36.8246	1.5174	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	74142354	51.5	101.0	66.0	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	74114286	52.0	99.2686	66.0127	99.9621	1.10.3	ISR	168.5107736685589	61.942875798770444	37057143	18491106	49.89889803431419	6282321	98564	294803		16.9531	ISR	1.0	0.0	18491106	18491106	17582103	951370	0	17582103	0	0	0	0	0	0	0	444670	506700	0	190973	114595	0.600059	80323	0.420599	64742	0.339011	294803	141401	0.479646	95867	0.32519	74351	0.252206	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982828	SRX4814072	PRJNA480179	SAMN10169115	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	83980992.0	32400463.0	8482080192.0	6366510.0	8314021617.0	38.5807	1.9813	4.9	PAIRED	2	pass	pass	fail	pass	pass	fail	warn	warn	2	0.0	83980992	53.0	101.0	76.9255	101.0	pass	pass	fail	pass	pass	fail	warn	pass	2	0.0	83943786	53.0	98.8113	76.9293	99.9557	1.10.3	ISR	156.9291640282706	57.423805104672766	41971893	13418732	31.97075719220003	8857069	69686	294803		21.1024	ISR	1.0	0.0	13418732	13418732	12673917	757553	0	12673917	0	0	0	0	0	0	0	393842	363711	0	190973	106231	0.556262	69450	0.363664	53139	0.278254	294803	127934	0.433964	80210	0.27208	58479	0.198366	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982829	SRX4814071	PRJNA480179	SAMN10169114	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	88494894.0	35230807.0	8937984294.0	5831599.0	8746262044.0	39.8111	2.145	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	warn	warn	2	0.0	88494894	53.0	101.0	78.8199	101.0	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	88464290	53.0	98.6444	78.8173	99.9654	1.10.3	ISR	147.39418527369423	50.899459527791	44232145	13428401	30.35891883606368	9055274	68898	294803		20.4722	ISR	1.0	0.0	13428401	13428401	12767353	670497	0	12767353	0	0	0	0	0	0	0	339394	331103	0	190973	108154	0.566331	68512	0.358752	51617	0.270284	294803	129521	0.439348	78362	0.265811	56362	0.191185	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982830	SRX4814070	PRJNA480179	SAMN10169113	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	58513766.0	22852597.0	5909890366.0	5325987.0	5811899710.0	39.0551	1.6581	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	58513766	47.0	101.0	72.8929	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	58491942	47.0	99.149	72.8993	99.9627	1.10.3	ISR	176.4713537687956	69.40182935138854	29245971	11324038	38.7199932599263	4661075	42549	294803		15.9375	ISR	1.0	0.0	11324038	11324038	10771463	566682	0	10771463	0	0	0	0	0	0	0	245427	321255	0	190973	102340	0.535887	69419	0.363502	53946	0.28248	294803	122509	0.415562	80920	0.274488	60528	0.205317	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0025034
SRR7982831	SRX4814069	PRJNA480179	SAMN10169112	Saccharum hybrid cultivar	Illumina HiSeq 4000	FLAG	low_mapping_rate(<30%)	ok	direct	62902724.0	24386694.0	6353175124.0	5280921.0	6238921312.0	38.7689	1.7984	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	62902724	49.5	101.0	81.3207	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	62884818	49.5	98.9922	81.3279	99.9715	1.10.3	ISR	159.4569110911712	57.59442880306243	31442409	8653905	27.52303425605843	6533151	36421	294803		20.7782	ISR	1.0	0.0	8653905	8653905	8110979	549751	0	8110979	0	0	0	0	0	0	0	260098	289653	0	190973	93108	0.487545	56440	0.295539	40694	0.213088	294803	108337	0.367489	63357	0.214913	43861	0.148781	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0025034
SRR7982832	SRX4814068	PRJNA480179	SAMN10169111	Saccharum hybrid cultivar	Illumina HiSeq 4000	FLAG	low_mapping_rate(<30%)	ok	direct	79708926.0	30836171.0	8050601526.0	6385065.0	7905508493.0	38.686	1.8023	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	79708926	50.0	101.0	83.5057	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	79683562	50.0	98.9901	83.5104	99.9682	1.10.3	ISR	155.07965889884616	55.34582049885978	39841781	10450583	26.230210441646673	8480151	58635	294803		21.2846	ISR	1.0	0.0	10450583	10450583	9804812	653473	0	9804812	0	0	0	0	0	0	0	316444	337029	0	190973	93455	0.489362	50870	0.266373	35500	0.18589	294803	108607	0.368405	57038	0.193478	38370	0.130155	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0025034
SRR7982833	SRX4814067	PRJNA480179	SAMN10169110	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	58992672.0	23605761.0	5958259872.0	4960883.0	5836960853.0	40.0147	2.0358	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	warn	3	0.0	58992672	49.0	101.0	77.9861	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	58975704	49.0	98.7575	77.9907	99.9712	1.10.3	ISR	159.0458683999124	61.343853551942836	29487852	9914923	33.62375462275109	5779035	54536	294803		19.598	ISR	1.0	0.0	9914923	9914923	9318030	610184	0	9318030	0	0	0	0	0	0	0	289141	321043	0	190973	94899	0.496924	58433	0.305975	42934	0.224817	294803	110755	0.375692	66485	0.225523	47215	0.160158	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0025034
SRR7982834	SRX4814066	PRJNA480179	SAMN10169109	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	83709570.0	32261043.0	8454666570.0	9365051.0	8282670505.0	38.5393	2.0343	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	warn	3	0.0	83709570	54.5	101.0	68.9433	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	83666504	55.0	98.7565	68.9469	99.9486	1.10.3	ISR	144.40575821345718	45.89207574136606	41833252	23206647	55.47416442785753	6171572	150643	294803		14.7528	ISR	1.0	0.0	23206647	23206647	22201718	1068199	0	22201718	0	0	0	0	0	0	0	469649	598550	0	190973	117310	0.614275	83574	0.437622	68122	0.35671	294803	142672	0.483957	99242	0.336638	78392	0.265913	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982835	SRX4814065	PRJNA480179	SAMN10169108	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	84312462.0	32619479.0	8515558662.0	8802234.0	8355231361.0	38.6888	1.8828	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	84312462	52.0	101.0	63.3034	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	84273542	52.0	98.9145	63.305	99.9538	1.10.3	ISR	159.36493749763565	59.04299691195627	42136771	25000956	59.33287104510215	6070734	127450	294803		14.4072	ISR	1.0	0.0	25000956	25000956	24131765	917975	0	24131765	0	0	0	0	0	0	0	385123	532852	0	190973	117831	0.617003	83805	0.438832	68722	0.359852	294803	146798	0.497953	101419	0.344023	80119	0.271771	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982836	SRX4814064	PRJNA480179	SAMN10169117	Saccharum hybrid cultivar	Illumina HiSeq 4000	FLAG	low_mapping_rate(<30%)	ok	direct	87478896.0	33886666.0	8835368496.0	6756784.0	8657802494.0	38.737	2.0097	4.9	PAIRED	2	pass	pass	fail	warn	pass	fail	warn	warn	2	0.0	87478896	53.0	101.0	81.6649	101.0	pass	pass	fail	warn	pass	fail	warn	pass	2	0.0	87441708	53.0	98.7816	81.6696	99.9575	1.10.3	ISR	152.5429881336548	55.068822729148685	43720854	11385594	26.04156359800291	9776775	61792	294803		22.3618	ISR	1.0	0.0	11385594	11385594	10692996	699823	0	10692996	0	0	0	0	0	0	0	358348	341475	0	190973	103335	0.541097	62729	0.328471	45868	0.240181	294803	122654	0.416054	70563	0.239356	49165	0.166772	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR7982837	SRX4814063	PRJNA480179	SAMN10169116	Saccharum hybrid cultivar	Illumina HiSeq 4000	PASS		ok	direct	69629158.0	26706850.0	7032544958.0	5409996.0	6905797449.0	38.3558	1.8023	4.9	PAIRED	2	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	69629158	52.0	101.0	64.8172	101.0	pass	pass	fail	fail	pass	fail	warn	pass	3	0.0	69611244	52.0	98.9789	64.8188	99.9743	1.10.3	ISR	161.22890340949118	59.41417875290367	34805622	17870562	51.3438949604176	5556480	90470	294803		15.9643	ISR	1.0	0.0	17870562	17870562	17226098	671879	0	17226098	0	0	0	0	0	0	0	312857	359022	0	190973	112032	0.586638	79340	0.415451	64094	0.335618	294803	137653	0.466932	94464	0.320431	73386	0.248932	v3.22.2-g3816d48	25.10.2	True	True	PAIRED	Inverse rRNA	TRANSCRIPTOMIC	PO:0020142
SRR8182122	SRX5002100	PRJNA504395	SAMN10390928	Saccharum officinarum	Illumina HiSeq 2000	PASS		ok	direct	39825822.0	13873031.0	5973873300.0	18097690.0	5935863848.0	34.8343	0.6363	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	39825822	54.0	150.0	41.2709	150.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	39821632	54.0	148.7694	41.2696	99.9895	1.10.3	IU	265.65751480319886	53.323721779146155	19910816	16045221	80.58545164597976	1978515	64251	294803		9.9369	IU	1.0	0.4997491422524892	16045221	16045221	15700133	418496	7846128	7854005	0	0	0	0	0	0	0	198735	219761	0	190973	110264	0.57738	76208	0.399051	62679	0.328209	294803	134804	0.457268	90290	0.306272	71646	0.24303	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	size fractionation	TRANSCRIPTOMIC	PO:0025034
SRR8182123	SRX5002099	PRJNA504395	SAMN10390928	Saccharum officinarum	Illumina HiSeq 2000	PASS		ok	direct	43406768.0	13501889.0	6511015200.0	6812776.0	6477193205.0	31.1055	0.5195	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	43406768	54.0	150.0	47.9957	150.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	43405202	54.5	149.0537	47.9954	99.9964	1.10.3	IU	299.4604896693015	99.42201676768542	21702601	17944986	82.68587714440311	2116251	47977	294803		9.7511	IU	1.0	0.4995286525403606	17944986	17944986	15654057	2508431	7819650	7834407	0	0	0	0	0	0	0	1244321	1264110	0	190973	98159	0.513994	66723	0.349384	54643	0.286129	294803	119720	0.406102	79746	0.270506	63520	0.215466	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	size fractionation	TRANSCRIPTOMIC	PO:0025034
SRR8182124	SRX5002098	PRJNA504395	SAMN10390928	Saccharum officinarum	Illumina HiSeq 2000	PASS		ok	direct	44539992.0	13884552.0	6680998800.0	6979659.0	6645949922.0	31.1732	0.5246	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	44539992	54.0	150.0	49.5085	150.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	44538556	54.5	149.046	49.5083	99.9968	1.10.3	IU	302.94812129848805	100.32730992107788	22269278	18384295	82.55451748368313	2145519	51511	294803		9.6344	IU	1.0	0.4990531940090413	18384295	18384295	16005919	2591495	7987805	8018114	0	0	0	0	0	0	0	1286796	1304699	0	190973	98677	0.516707	67306	0.352437	55040	0.288208	294803	120483	0.40869	80299	0.272382	63985	0.217043	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	size fractionation	TRANSCRIPTOMIC	PO:0025034
SRR8182125	SRX5002097	PRJNA504395	SAMN10390928	Saccharum officinarum	Illumina HiSeq 2000	PASS		ok	direct	44460776.0	13687208.0	6669116400.0	7209373.0	6635215105.0	30.7849	0.5083	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	44460776	55.0	150.0	48.5082	150.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	44459232	55.0	149.0709	48.5088	99.9965	1.10.3	IU	311.1757719802478	95.7159734804269	22229616	18446813	82.98304838014296	2097939	49617	294803		9.4376	IU	1.0	0.49945731086980677	18446813	18446813	16081951	2578116	8032248	8049703	0	0	0	0	0	0	0	1278993	1299123	0	190973	99304	0.51999	67402	0.35294	55062	0.288323	294803	121355	0.411648	80419	0.272789	64012	0.217135	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	size fractionation	TRANSCRIPTOMIC	PO:0025034
SRR8182126	SRX5002096	PRJNA504395	SAMN10390928	Saccharum officinarum	Illumina HiSeq 2000	PASS		ok	direct	44717074.0	13981408.0	6707561100.0	6879259.0	6673085227.0	31.2664	0.514	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	44717074	54.0	150.0	49.0854	150.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	44715542	54.0	149.057	49.0844	99.9966	1.10.3	IU	295.6772184505206	88.91302046861455	22357771	18131910	81.09891634546217	2291390	48913	294803		10.2487	IU	1.0	0.5000758472561126	18131910	18131910	15616913	2728780	7809641	7807272	0	0	0	0	0	0	0	1352972	1375808	0	190973	100953	0.528624	67524	0.353579	55265	0.289386	294803	123399	0.418581	80637	0.273528	64206	0.217793	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	size fractionation	TRANSCRIPTOMIC	PO:0025034
SRR8182127	SRX5002095	PRJNA504395	SAMN10390928	Saccharum officinarum	Illumina HiSeq 2000	PASS		ok	direct	44466924.0	14077419.0	6670038600.0	6985846.0	6634317630.0	31.6582	0.5355	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	44466924	54.0	150.0	47.5781	150.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	44465502	54.0	149.0214	47.5776	99.9968	1.10.3	IU	300.1961822508344	95.11296642698306	22232751	18018521	81.0449458099	2290139	49318	294803		10.3007	IU	1.0	0.4994674064561765	18018521	18018521	15663915	2565073	7823615	7840300	0	0	0	0	0	0	0	1271719	1293354	0	190973	102034	0.534285	67618	0.354071	55137	0.288716	294803	124775	0.423249	80656	0.273593	63943	0.216901	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	size fractionation	TRANSCRIPTOMIC	PO:0025034
SRR8182128	SRX5002094	PRJNA504395	SAMN10390928	Saccharum officinarum	Illumina HiSeq 2000	PASS		ok	direct	48725658.0	16820765.0	7308848700.0	22387633.0	7262139893.0	34.5214	0.6391	5.2	PAIRED	2	pass	pass	warn	fail	pass	warn	pass	pass	1	0.0	48725658	55.0	150.0	46.0068	150.0	pass	pass	fail	fail	pass	warn	pass	pass	2	0.0	48720126	55.0	148.7687	46.0047	99.9886	1.10.3	IU	284.125474214891	60.1049127023228	24360063	20065926	82.37222539202793	2351592	66416	294803		9.6535	IU	1.0	0.5001107301792723	20065926	20065926	19533970	617496	9769148	9764822	0	0	0	0	0	0	0	293082	324414	0	190973	112710	0.590188	75254	0.394056	61126	0.320077	294803	138232	0.468896	88667	0.300767	69674	0.236341	v3.23.0-g13328f7	25.10.2	True	True	PAIRED	size fractionation	TRANSCRIPTOMIC	PO:0025034
